row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2018VND,2017VND,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,33.140.588.376,22.034.159.275,33140588376.0,22034159275.0
Sử dụng dịch vụ,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,28.977.791.213,24.096.962.891,28977791213.0,24096962891.0
Lợi nhuận được chia từ công ty con,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,9.868.665.640,10.029.223.163,9868665640.0,10029223163.0
Cho vay,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Cho vay,Cho vay,5.000.000.000,10.000.000.000,5000000000.0,10000000000.0
Nhận tiền trả gốc vay,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Nhận tiền trả gốc vay,Nhận tiền trả gốc vay,4.466.666.668,2.100.000.000,4466666668.0,2100000000.0
Lãi cho vay,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Lãi cho vay,Lãi cho vay,840.544.629,698.786.111,840544629.0,698786111.0
Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,,
Cung cấp dịch vụ,Công ty Cổ phần Container Miền Trung > Cung cấp dịch vụ,Cung cấp dịch vụ,5.727.273,-,5727273.0,
Sử dụng dịch vụ,Công ty Cổ phần Container Miền Trung > Sử dụng dịch vụ,Sử dụng dịch vụ,1.283.680.509,-,1283680509.0,
Lợi nhuận được chia từ công ty con,Công ty Cổ phần Container Miền Trung > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,1.982.500.000,2.379.000.000,1982500000.0,2379000000.0
Cho vay,Công ty Cổ phần Container Miền Trung > Cho vay,Cho vay,5.000.000.000,-,5000000000.0,
Nhận tiền trả gốc vay,Công ty Cổ phần Container Miền Trung > Nhận tiền trả gốc vay,Nhận tiền trả gốc vay,1.879.278.944,1.879.278.944,1879278944.0,1879278944.0
Lãi cho vay,Công ty Cổ phần Container Miền Trung > Lãi cho vay,Lãi cho vay,237.694.191,284.201.790,237694191.0,284201790.0
