row_label_raw,row_label_full,col_0,Công cụvà dụng cụVND,Chi phí khácVND,Tổng cộngVND,numeric__Công cụvà dụng cụVND,numeric__Chi phí khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,7.786.942.285,4.218.566.579,12.005.508.864,7786942285.0,4218566579.0,12005508864.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,8.022.931.923,12.231.730.814,20.254.662.737,8022931923.0,12231730814.0,20254662737.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(11.041.590.253),(12.519.071.681),(23.560.661.934),-11041590253.0,-12519071681.0,-23560661934.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.768.283.955,3.931.225.712,8.699.509.667,4768283955.0,3931225712.0,8699509667.0
