row_label_raw,row_label_full,col_0,col_1,2025VND,2024VND,numeric__col_1,numeric__2025VND,numeric__2024VND
,,,Doanh thu cung cấp dịch vụ,861.793.263.650,750.934.526.983,,861793263650.0,750934526983.0
,,,Các khoản giảm trừ,-,-,,,
,,,Doanh thu thuần về cung cấp dịch vụ,861.793.263.650,750.934.526.983,,861793263650.0,750934526983.0
19,19,19,GIÁ VÔN DỊCH VỤ CUNG CẤP,,,,,
,,,,2025VND,2024VND,,,
,,,Giá vốn của dịch vụ đã cung cấp,188.460.184.995,136.457.430.363,,188460184995.0,136457430363.0
20,20,20,DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,
,,,,2025VND,2024VND,,,
,,,"Cổ tức, lợi nhuận được chia(Thuyết minh 25(a))",5.586.660.395.559,5.480.567.490.363,,5586660395559.0,5480567490363.0
,,,"Lãi tiền gửi, tiền cho vay",482.928.911.252,409.917.655.382,,482928911252.0,409917655382.0
,,,Khác,31.877.418.991,4.593.934,,31877418991.0,4593934.0
,,,,6.101.466.725.802,5.890.489.739.679,,6101466725802.0,5890489739679.0
21,21,21,CHI PHÍ TÀI CHÍNH,,,,,
,,,,2025VND,2024VND,,,
,,,Lãi tiền vay,285.959.690.960,236.082.994.088,,285959690960.0,236082994088.0
,,,Dự phòng giảm giá các khoản đầu tư và tổnthất đầu tư tài chính,60.000.000.000,-,,60000000000.0,
,,,Khác,231.684.816,248.099.289,,231684816.0,248099289.0
,,,,346.191.375.776,236.331.093.377,,346191375776.0,236331093377.0
