row_label_raw,row_label_full,vi),Phải thu dài hạn khác (Thuyết minh 7(b)),31/12/2025VND,31/12/2024VND,numeric__Phải thu dài hạn khác (Thuyết minh 7(b)),numeric__31/12/2025VND,numeric__31/12/2024VND
vi),vi),vi),Công ty TNHH FPT IS,134.899.329.954,-,,134899329954.0,
vii),vii),vii),Phải trả người bán ngắn hạn (Thuyết minh 10),,,,,
vii),vii) > vii),vii),Công ty TNHH Giáo dục FPT,601.691.903.014,639.517.136.055,,601691903014.0,639517136055.0
vii),vii) > vii),vii),Công ty TNHH FPT IS,107.226.597.452,95.003.609.420,,107226597452.0,95003609420.0
vii),vii) > vii),vii),Công ty TNHH Phần mềm FPT,32.243.377.069,21.348.050.986,,32243377069.0,21348050986.0
vii),vii) > vii),vii),Công ty TNHH FPT Digital,3.827.566.000,3.555.000.000,,3827566000.0,3555000000.0
vii),vii) > vii),vii),Công ty TNHH FPT Smart Cloud,811.267.611,3.357.351.624,,811267611.0,3357351624.0
vii),vii) > vii),vii),Công ty Cổ phần Viễn thông FPT,419.724.562,1.229.025.069,,419724562.0,1229025069.0
vii),vii) > vii),vii),Công ty TNHH Đầu tư FPT,149.722.020,1.595.000.000,,149722020.0,1595000000.0
vii),vii) > vii),vii),Công ty Cổ phần Synnex FPT,107.480.840,40.892.399,,107480840.0,40892399.0
vii),vii) > vii),vii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,79.149.000,27.950.000,,79149000.0,27950000.0
vii),vii) > vii),vii),Công ty Cổ phần Dịch vụ Trực tuyến FPT,12.960.000,437.168.571,,12960000.0,437168571.0
,,,,746.569.747.568,766.111.184.124,,746569747568.0,766111184124.0
viii),viii),viii),Phải trả ngắn hạn khác (Thuyết minh 13),,,,,
viii),viii) > viii),viii),Công ty TNHH FPT IS,185.320.975.281,87.221.110.262,,185320975281.0,87221110262.0
viii),viii) > viii),viii),Công ty TNHH Phần mềm FPT,31.010.861.769,33.538.966.136,,31010861769.0,33538966136.0
viii),viii) > viii),viii),Công ty TNHH FPT Smart Cloud,14.147.978.583,-,,14147978583.0,
viii),viii) > viii),viii),Công ty TNHH Đầu tư FPT,5.130.137.494,3.776.629.942,,5130137494.0,3776629942.0
viii),viii) > viii),viii),Công ty TNHH FPT Digital,675.000.000,174.029.891,,675000000.0,174029891.0
viii),viii) > viii),viii),Công ty Cổ phần Viễn Thông FPT,413.258.590,507.269.336,,413258590.0,507269336.0
viii),viii) > viii),viii),Công ty TNHH Giáo dục FPT,343.776.754,662.409.024,,343776754.0,662409024.0
,,,,237.041.988.471,125.880.414.591,,237041988471.0,125880414591.0
x),x),x),Vay ngắn hạn (Thuyết minh 14),,,,,
x),x) > x),x),Công ty TNHH Giáo dục FPT,4.666.000.000.000,5.156.000.000.000,,4666000000000.0,5156000000000.0
x),x) > x),x),Công ty TNHH FPT IS,1.040.000.000.000,1.130.000.000.000,,1040000000000.0,1130000000000.0
x),x) > x),x),Công ty TNHH Phần mềm FPT,481.000.000.000,336.600.000.000,,481000000000.0,336600000000.0
x),x) > x),x),Công ty TNHH FPT Smart Cloud,105.000.000.000,476.000.000.000,,105000000000.0,476000000000.0
x),x) > x),x),Công ty TNHH Đầu tư FPT,25.000.000.000,57.000.000.000,,25000000000.0,57000000000.0
,,,,6.317.000.000.000,7.155.600.000.000,,6317000000000.0,7155600000000.0
