row_label_raw,row_label_full,Vay bên liên quan (Thuyết minh 25(b)) (*),Tại ngày1/1/2025VND > 7.155.600.000.000,Nhận giải ngânVND > 12.605.686.187.170,Thanh toánVND > (13.444.286.187.170),Tại ngày31/12/2025VND > 6.317.000.000.000,numeric__Tại ngày1/1/2025VND > 7.155.600.000.000,numeric__Nhận giải ngânVND > 12.605.686.187.170,numeric__Thanh toánVND > (13.444.286.187.170),numeric__Tại ngày31/12/2025VND > 6.317.000.000.000
Vay ngân hàng (**),Vay ngân hàng (**),Vay ngân hàng (**),-,1.663.887.440.200,-,1.663.887.440.200,,1663887440200.0,,1663887440200.0
,,,7.155.600.000.000,14.269.573.627.370,(13.444.286.187.170),7.980.887.440.200,7155600000000.0,14269573627370.0,-13444286187170.0,7980887440200.0
