row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu cung cấp dịch vụ,,861.793.263.650,750.934.526.983,,,861793263650.0,750934526983.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ (10 = 01 - 02),18,861.793.263.650,750.934.526.983,,18.0,861793263650.0,750934526983.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,19,188.460.184.995,136.457.430.363,,19.0,188460184995.0,136457430363.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ (20 = 10 - 11),,673.333.078.655,614.477.096.620,,,673333078655.0,614477096620.0
21,02 > 21,21,Doanh thu hoạt động tài chính,20,6.101.466.725.802,5.890.489.739.679,,20.0,6101466725802.0,5890489739679.0
22,02 > 22,22,Chi phí tài chính,21,346.191.375.776,236.331.093.377,,21.0,346191375776.0,236331093377.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,285.959.690.960,236.082.994.088,,,285959690960.0,236082994088.0
25,02 > 25,25,Chi phí bán hàng,,1.394.754.448,2.065.876.797,,,1394754448.0,2065876797.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,22,760.043.673.087,751.778.219.867,,22.0,760043673087.0,751778219867.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,5.667.170.001.146,5.514.791.646.258,,,5667170001146.0,5514791646258.0
31,02 > 31,31,Thu nhập khác,,363.302.961,803.585.677,,,363302961.0,803585677.0
32,02 > 32,32,Chi phí khác,,235.307.371,34.648.333,,,235307371.0,34648333.0
40,02 > 40,40,Lợi nhuận khác (40 = 31 - 32),,127.995.590,768.937.344,,,127995590.0,768937344.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,5.667.297.996.736,5.515.560.583.602,,,5667297996736.0,5515560583602.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,23,-,-,,23.0,,
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,23,11.576.376.260,8.926.733.555,,23.0,11576376260.0,8926733555.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,5.655.721.620.476,5.506.633.850.047,,,5655721620476.0,5506633850047.0
