row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2025VND,2024VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,5.667.297.996.736,5.515.560.583.602,,,5667297996736.0,5515560583602.0
02,Mãsố > 02,02,"Khấu hao tài sản cố định (""TSCĐ"")",,127.186.422.491,140.790.529.411,,,127186422491.0,140790529411.0
03,Mãsố > 03,03,Các khoản dự phòng/(hoàn nhập dự phòng),,99.290.102.938,(2.124.036.546),,,99290102938.0,-2124036546.0
04,Mãsố > 04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,149.392.114,365.089.634,,,149392114.0,365089634.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(6.069.730.440.585),(5.890.833.509.381),,,-6069730440585.0,-5890833509381.0
06,Mãsố > 06,06,Chi phí lãi vay,,285.959.690.960,236.082.994.088,,,285959690960.0,236082994088.0
08,Mãsố > 08,08,Lợi nhuận/(lỗ) từ hoạt động kinh doanh trước những thay đổi vốn lưu động,,110.153.164.654,(158.349.192),,,110153164654.0,-158349192.0
09,Mãsố > 09,09,Giảm các khoản phải thu,,42.764.750.946,3.353.222.112,,,42764750946.0,3353222112.0
10,Mãsố > 10,10,Giảm/(tăng) hàng tồn kho,,66.391.272,(41.178.182),,,66391272.0,-41178182.0
11,Mãsố > 11,11,Tăng/(giảm) các khoản phải trả,,93.336.513.640,(396.326.717.988),,,93336513640.0,-396326717988.0
12,Mãsố > 12,12,Giảm chi phí trả trước,,4.493.652.320,7.970.880.623,,,4493652320.0,7970880623.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(270.482.473.148),(230.654.811.035),,,-270482473148.0,-230654811035.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(12.060.958.818),(27.089.298.110),,,-12060958818.0,-27089298110.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(31.728.959.134),(642.946.251.772),,,-31728959134.0,-642946251772.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,Mãsố > 21,21,"Tiền chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(122.709.404.582),(100.712.252.731),,,-122709404582.0,-100712252731.0
22,Mãsố > 22,22,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,141.133.774,348.363.636,,,141133774.0,348363636.0
23,Mãsố > 23,23,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",,(14.679.809.390.009),(13.724.511.170.000),,,-14679809390009.0,-13724511170000.0
24,Mãsố > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,13.514.811.170.009,13.274.000.000.000,,,13514811170009.0,13274000000000.0
25,Mãsố > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(2.200.000.000.000),(3.250.000.000.000),,,-2200000000000.0,-3250000000000.0
27,Mãsố > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,5.801.417.334.255,6.085.388.595.654,,,5801417334255.0,6085388595654.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,2.313.850.843.447,2.284.513.536.559,,,2313850843447.0,2284513536559.0
