row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,,102.609.390.000,106.211.170.000,,,102609390000.0,106211170000.0
33,33,33,Tiền thu đi vay,,14.269.573.627.370,10.845.761.168.572,,,14269573627370.0,10845761168572.0
34,34,34,Tiền chỉ trả nợ gốc vay,,(13.444.286.187.170),(10.514.366.868.572),,,-13444286187170.0,-10514366868572.0
36,36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(3.182.563.528.913),(2.738.398.177.675),,,-3182563528913.0,-2738398177675.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(2.254.666.698.713),(2.300.792.707.675),,,-2254666698713.0,-2300792707675.0
50,50,50,Lưu chuyển tiền thuần trong năm,,27.455.185.600,(659.225.422.888),,,27455185600.0,-659225422888.0
60,60,60,Tiền và tương đương tiền đầu năm,3,1.877.791.791.943,2.537.167.414.202,,3.0,1877791791943.0,2537167414202.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.694.503,(150.199.371),,,2694503.0,-150199371.0
70,70,70,Tiền và tương đương tiền cuối năm,3,1.905.249.672.046,1.877.791.791.943,,3.0,1905249672046.0,1877791791943.0
