row_label_raw,row_label_full,Công ty TNHH Giáo dục FPT,6.967.000.000.000,4.357.000.000.000,numeric__6.967.000.000.000,numeric__4.357.000.000.000
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,3.791.286.187.170,2.155.161.168.572,3791286187170.0,2155161168572.0
Công ty TNHH FPT IS,Công ty TNHH FPT IS,Công ty TNHH FPT IS,1.760.000.000.000,2.600.000.000.000,1760000000000.0,2600000000000.0
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,662.000.000.000,203.000.000.000,662000000000.0,203000000000.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,264.000.000.000,-,264000000000.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,100.000.000.000,,100000000000.0
,,,13.444.286.187.170,9.415.161.168.572,13444286187170.0,9415161168572.0
