row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
100,100,100,TÀI SẢN NGĂN HẠN,,13.998.282.834.060,12.764.466.007.896,,,13998282834060.0,12764466007896.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.905.249.672.046,1.877.791.791.943,,3.0,1905249672046.0,1877791791943.0
111,111,111,Tiền,,765.249.672.046,275.791.791.943,,,765249672046.0,275791791943.0
112,112,112,Các khoản tương đương tiền,,1.140.000.000.000,1.602.000.000.000,,,1140000000000.0,1602000000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,8.101.109.390.000,6.996.211.170.000,,,8101109390000.0,6996211170000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),8.101.109.390.000,6.996.211.170.000,,,8101109390000.0,6996211170000.0
130,130,130,Các khoản phải thu ngắn hạn,,3.972.570.350.545,3.852.554.762.586,,,3972570350545.0,3852554762586.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,168.616.014.111,174.217.754.798,,5.0,168616014111.0,174217754798.0
132,132,132,Trả trước cho người bán ngắn hạn,,7.083.929.209,8.005.325.079,,,7083929209.0,8005325079.0
135,135,135,Phải thu về cho vay ngắn hạn,6(a),40.500.000.000,30.400.000.000,,,40500000000.0,30400000000.0
136,136,136,Phải thu ngắn hạn khác,7(a),3.758.622.740.726,3.644.893.913.272,,,3758622740726.0,3644893913272.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(2.252.333.501),(4.962.230.563),,,-2252333501.0,-4962230563.0
140,140,140,Hàng tồn kho,,546.094.254,612.485.526,,,546094254.0,612485526.0
141,141,141,Hàng tồn kho,,546.094.254,612.485.526,,,546094254.0,612485526.0
150,150,150,Tài sản ngắn hạn khác,,18.807.327.215,37.295.797.841,,,18807327215.0,37295797841.0
151,151,151,Chi phí trả trước ngắn hạn,,3.606.017.246,4.080.143.275,,,3606017246.0,4080143275.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,4.388.933.712,29.193.593.885,,,4388933712.0,29193593885.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,11(a),10.812.376.257,4.022.060.681,,,10812376257.0,4022060681.0
200,200,200,TÀI SẢN DÀI HẠN,,19.224.168.948.780,16.918.025.455.029,,,19224168948780.0,16918025455029.0
210,210,210,Các khoản phải thu dài hạn,,187.803.099.434,1.579.629.480,,,187803099434.0,1579629480.0
215,215,215,Phải thu về cho vay dài hạn,6(b),50.000.000.000,-,,,50000000000.0,
216,216,216,Phải thu dài hạn khác,7(b),137.803.099.434,1.579.629.480,,,137803099434.0,1579629480.0
220,220,220,Tài sản cố định,,1.939.529.420.728,1.993.094.827.926,,,1939529420728.0,1993094827926.0
221,221,221,Tài sản cố định hữu hình,8(a),1.878.289.144.928,1.980.127.996.886,,,1878289144928.0,1980127996886.0
222,222,222,Nguyên giá,,2.530.240.103.936,2.515.384.249.291,,,2530240103936.0,2515384249291.0
223,223,223,Giá trị khấu hao lũy kế,,(651.950.959.008),(535.256.252.405),,,-651950959008.0,-535256252405.0
227,227,227,Tài sản cố định vô hình,8(b),61.240.275.800,12.966.831.040,,,61240275800.0,12966831040.0
228,228,228,Nguyên giá,,213.921.647.124,155.194.659.203,,,213921647124.0,155194659203.0
229,229,229,Giá trị khấu hao lũy kế,,(152.681.371.324),(142.227.828.163),,,-152681371324.0,-142227828163.0
240,240,240,Tài sản dở dang dài hạn,,134.806.817.475,85.718.428.186,,,134806817475.0,85718428186.0
242,242,242,Chi phí xây dựng cơ bản dở dang,9,134.806.817.475,85.718.428.186,,9.0,134806817475.0,85718428186.0
250,250,250,Đầu tư tài chính dài hạn,,16.922.613.409.012,14.782.613.409.012,,,16922613409012.0,14782613409012.0
251,251,251,Đầu tư vào công ty con,4(b),16.489.613.409.012,14.289.613.409.012,,,16489613409012.0,14289613409012.0
252,252,252,Đầu tư vào công ty liên kết,4(b),492.500.000.000,492.500.000.000,,,492500000000.0,492500000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),500.000.000,500.000.000,,,500000000.0,500000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(60.000.000.000),-,,,-60000000000.0,
260,260,260,Tài sản dài hạn khác,,39.416.202.131,55.019.160.425,,,39416202131.0,55019160425.0
261,261,261,Chi phí trả trước dài hạn,,12.281.191.709,16.300.718.000,,,12281191709.0,16300718000.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,27.135.010.422,38.718.442.425,,,27135010422.0,38718442425.0
270,270,270,TỔNG TÀI SẢN,,33.222.451.782.840,29.682.491.462.925,,,33222451782840.0,29682491462925.0
