row_label_raw,row_label_full,STT,Họ và tên,Chức danh,2025VND,2024VND,numeric__Họ và tên,numeric__Chức danh,numeric__2025VND,numeric__2024VND
,,,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,,,,
1,1,1,Ông Trương Gia Bình,Chủ tịch,-,-,,,,
2,2,2,Ông Bùi Quang Ngọc,Phó Chủ tịch,-,-,,,,
3,3,3,Ông Đỗ Cao Bảo,Ủy viên,-,-,,,,
4,3 > 4,4,Ông Jean Charles Belliol,Ủy viên,960.000.000,960.000.000,,,960000000.0,960000000.0
5,3 > 5,5,Bà Trần Thị Hồng Lĩnh,Ủy viên,360.000.000,360.000.000,,,360000000.0,360000000.0
6,3 > 6,6,Ông Hiroshi Yokotsuka,Ủy viên,2.613.975.000,2.532.650.000,,,2613975000.0,2532650000.0
7,3 > 7,7,Ông HampapurRangadore Binod,Ủy viên,2.613.975.000,2.532.650.000,,,2613975000.0,2532650000.0
,,,,,6.547.950.000,6.385.300.000,,,6547950000.0,6385300000.0
,,,Thù lao thành viên Ban Kiểm soát,Thù lao thành viên Ban Kiểm soát,Thù lao thành viên Ban Kiểm soát,Thù lao thành viên Ban Kiểm soát,,,,
1,3 > 1,1,Ông Nguyễn Việt Thắng,Trường ban,716.800.000,716.800.000,,,716800000.0,716800000.0
2,3 > 2,2,Ông Nguyễn Khải Hoàn,Thành viên,369.600.000,369.600.000,,,369600000.0,369600000.0
3,3 > 3,3,Bà Dương Thủy Dương,Thành viên,369.600.000,369.600.000,,,369600000.0,369600000.0
,,,,,1.456.000.000,1.456.000.000,,,1456000000.0,1456000000.0
,,,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,Tiền lương của Tổng Giám đốc và người quản lý chủ chốt khác,,,,
1,3 > 1,1,Ông Nguyễn Văn Khoa,Tổng Giám đốc,4.420.000.000,4.420.000.000,,,4420000000.0,4420000000.0
2,3 > 2,2,Ông Nguyễn Thế Phương,Phó Tổng Giám đốc,3.510.000.000,3.510.000.000,,,3510000000.0,3510000000.0
3,3 > 3,3,Ông Phạm Minh Tuấn,Phó Tổng Giám đốc(từ ngày 13/3/2024),2.990.000.000,2.444.065.934,,,2990000000.0,2444065934.0
4,3 > 4,4,Ông Hoàng Việt Anh,Phó Tổng Giám đốc(đến ngày 13/3/2024),-,640.879.121,,,,640879121.0
5,3 > 5,5,Ông Hoàng Hữu Chiến,Kế toán trưởng,2.080.000.000,2.080.000.000,,,2080000000.0,2080000000.0
6,3 > 6,6,Bà Mai Thị Lan Anh,Phụ trách Công bốthông tin,1.105.000.000,965.000.000,,,1105000000.0,965000000.0
,,,,,14.105.000.000,14.059.945.055,,,14105000000.0,14059945055.0
