row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí khác,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,730.890.651,15.754.481.141,16.485.371.792,730890651.0,15754481141.0,16485371792.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,856.037.803,792.272.733,1.648.310.536,856037803.0,792272733.0,1648310536.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(715.739.749),(15.429.420.856),(16.145.160.605),-715739749.0,-15429420856.0,-16145160605.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,871.188.705,1.117.333.018,1.988.521.723,871188705.0,1117333018.0,1988521723.0
