row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016VND > 17.439.789.476,Số phải nộp trong năm VND > 117.291.197.832,Số đã nộp trong năm VND > (132.077.450.432),Chuyển sang thuế phải thu VND > -,31/12/2016VND > 2.653.536.876,numeric__1/1/2016VND > 17.439.789.476,numeric__Số phải nộp trong năm VND > 117.291.197.832,numeric__Số đã nộp trong năm VND > (132.077.450.432),numeric__Chuyển sang thuế phải thu VND > -,numeric__31/12/2016VND > 2.653.536.876
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,71.629.029.551,117.503.258.450,(91.338.891.371),-,97.793.396.630,71629029551.0,117503258450.0,-91338891371.0,,97793396630.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.173.432.238,7.529.535.363,(8.649.782.462),-,53.185.139,1173432238.0,7529535363.0,-8649782462.0,,53185139.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,4.422.955.126,171.681.391.687,(165.384.176.899),-,10.720.169.914,4422955126.0,171681391687.0,-165384176899.0,,10720169914.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,1.926.241.251,(1.940.000.590),13.759.339,-,,1926241251.0,-1940000590.0,13759339.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,9.982.843.560,48.135.203.209,(44.160.295.929),-,13.957.750.840,9982843560.0,48135203209.0,-44160295929.0,,13957750840.0
,,,104.648.049.951,464.066.827.792,(443.550.597.683),13.759.339,125.178.039.399,104648049951.0,464066827792.0,-443550597683.0,13759339.0,125178039399.0
(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,(b) Thuế và các khoản phải thu Nhà nước,,,,,
,,,1/1/2016VND,Số phát sinh trong năm VND,Số đã được hoàn trong năm VND,Chuyển từ thuế phải nộp VND,31/12/2016VND,,,,,
"Thuế nhà đất, tiền thuê đất","(b) Thuế và các khoản phải thu Nhà nước > Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,-,13.759.339,13.759.339,,,,13759339.0,13759339.0
