row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ,,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,,(315.253.342.279),(124.336.311.059),21.0,,-315253342279.0,-124336311059.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,,295.454.545,550.000,22.0,,295454545.0,550000.0
Tiền chi cho vay và đầu tư tiền gửi có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Tiền chi cho vay và đầu tư tiền gửi có kỳ hạn,Tiền chi cho vay và đầu tư tiền gửi có kỳ hạn,23,,(1.172.702.942.919),(1.961.687.947.635),23.0,,-1172702942919.0,-1961687947635.0
Tiền thu hồi cho vay và đầu tư tiền gửi có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Tiền thu hồi cho vay và đầu tư tiền gửi có kỳ hạn,Tiền thu hồi cho vay và đầu tư tiền gửi có kỳ hạn,24,,1.211.242.862.264,1.490.451.483.463,24.0,,1211242862264.0,1490451483463.0
Tiền chi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(10.000.000.000),(8.000.000.000),25.0,,-10000000000.0,-8000000000.0
"Tiền thu lãi cho vay, lãi tiền gửi và cổ tức","LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Tiền thu lãi cho vay, lãi tiền gửi và cổ tức","Tiền thu lãi cho vay, lãi tiền gửi và cổ tức",27,,129.398.847.214,119.215.830.561,27.0,,129398847214.0,119215830561.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(157.019.121.175),(484.356.394.670),30.0,,-157019121175.0,-484356394670.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,289.729.545.144,59.405.969.367,33.0,,289729545144.0,59405969367.0
Tiền trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(11.210.000.000),(425.029.178.309),34.0,,-11210000000.0,-425029178309.0
Tiền trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,,(506.880.000.000),(506.880.000.000),36.0,,-506880000000.0,-506880000000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(228.360.454.856),(872.503.208.942),40.0,,-228360454856.0,-872503208942.0
Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),50,,(24.367.501.393),(655.008.089.853),50.0,,-24367501393.0,-655008089853.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,4,81.923.488.930,736.632.099.074,60.0,4.0,81923488930.0,736632099074.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,69.560.629,299.479.709,61.0,,69560629.0,299479709.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),70,4,57.625.548.166,81.923.488.930,70.0,4.0,57625548166.0,81923488930.0
