row_label_raw,row_label_full,Tên đơn vị,Hoạt động sản xuất kinh doanh chính,31/12/2016 > % sở hữu,31/12/2016 > % quyền biểu quyết,1/1/2016 > % sở hữu,1/1/2016 > % quyền biểu quyết,numeric__Hoạt động sản xuất kinh doanh chính,numeric__31/12/2016 > % sở hữu,numeric__31/12/2016 > % quyền biểu quyết,numeric__1/1/2016 > % sở hữu,numeric__1/1/2016 > % quyền biểu quyết
Công ty con sở hữu trực tiếpCông ty Cổ phần Thủy điệnHạ Sông Pha,Công ty con sở hữu trực tiếpCông ty Cổ phần Thủy điệnHạ Sông Pha,Công ty con sở hữu trực tiếpCông ty Cổ phần Thủy điệnHạ Sông Pha,"Sản xuất, truyền tải và phân phối điện.","75,1%",70%,"75,1%",70%,,0.7509999999999999,0.7,0.7509999999999999,0.7
Công ty liên kếtCông ty Cổ phần Phong điệnThuận Bình,Công ty liên kếtCông ty Cổ phần Phong điệnThuận Bình,Công ty liên kếtCông ty Cổ phần Phong điệnThuận Bình,"Sản xuất, truyền tải, và phân phối điện.",17%,20%,20%,20%,,0.17,0.2,0.2,0.2
