row_label_raw,row_label_full,col_0,Tổng tài sản VND,Tổng nợ phải trả VND,Tổng vốn chủ sở hữu VND,Lợi nhuận thuần sau thuế VND,numeric__Tổng tài sản VND,numeric__Tổng nợ phải trả VND,numeric__Tổng vốn chủ sở hữu VND,numeric__Lợi nhuận thuần sau thuế VND
Tại ngày và cho năm kết thúc ngày 31 tháng 12 năm 2016,Tại ngày và cho năm kết thúc ngày 31 tháng 12 năm 2016,Tại ngày và cho năm kết thúc ngày 31 tháng 12 năm 2016,877.220.881.326,670.002.524.332,207.213.668.994,49.042.533.590,877220881326.0,670002524332.0,207213668994.0,49042533590.0
Tại ngày và cho năm kết thúc ngày 31 tháng 12 năm 2015,Tại ngày và cho năm kết thúc ngày 31 tháng 12 năm 2015,Tại ngày và cho năm kết thúc ngày 31 tháng 12 năm 2015,191.747.608.224,108.376.472.820,83.371.135.404,648.245.526,191747608224.0,108376472820.0,83371135404.0,648245526.0
