row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Hàng mua đang đi dưỡng,Hàng mua đang đi dưỡng,Hàng mua đang đi dưỡng,21.942.876.429,-,8.185.931.822,-,21942876429.0,,8185931822.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",369.593.884.595,(1.832.587.275),405.897.785.833,(1.833.427.275),369593884595.0,-1832587275.0,405897785833.0,-1833427275.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",14.653.552.482,-,17.268.382.993,-,14653552482.0,,17268382993.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,2.728.462.603,-,1.565.918.893,-,2728462603.0,,1565918893.0,
Thành phẩm,Thành phẩm,Thành phẩm,740.039.423.072,-,1.801.000.172.211,-,740039423072.0,,1801000172211.0,
Hàng hoá,Hàng hoá,Hàng hoá,119.148.842.152,-,290.830.622.171,(2.025.910.960),119148842152.0,,290830622171.0,-2025910960.0
Hàng gửi di bán,Hàng gửi di bán,Hàng gửi di bán,14.593.243.343,-,50.521.469.934,-,14593243343.0,,50521469934.0,
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,45.448.150.000,-,45.448.150.000,-,45448150000.0,,45448150000.0,
,,,1.328.148.434.676,(1.832.587.275),2.620.718.433.857,(3.859.338.235),1328148434676.0,-1832587275.0,2620718433857.0,-3859338235.0
