row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh thông thường,Thuế TNDN từ hoạt động kinh doanh thông thường,Thuế TNDN từ hoạt động kinh doanh thông thường,Thuế TNDN từ hoạt động kinh doanh thông thường,Thuế TNDN từ hoạt động kinh doanh thông thường,,
Tổng lợi nhuận kế toán trước thuế,Thuế TNDN từ hoạt động kinh doanh thông thường > Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,(119.187.880.861),155.883.917.115,-119187880861.0,155883917115.0
- Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh thông thường > - Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,16.266.680.968,30.855.176.990,16266680968.0,30855176990.0
- Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh thông thường > - Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,(26.065.310.145),(25.258.926.561),-26065310145.0,-25258926561.0
Thu nhập tính thuế TNDN,Thuế TNDN từ hoạt động kinh doanh thông thường > Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,(128.986.510.038),161.480.167.544,-128986510038.0,161480167544.0
Chuyển lỗ năm trước,Thuế TNDN từ hoạt động kinh doanh thông thường > Chuyển lỗ năm trước,Chuyển lỗ năm trước,-,(161.480.167.544),,-161480167544.0
Tổng lợi nhuận tính thuế,Thuế TNDN từ hoạt động kinh doanh thông thường > Tổng lợi nhuận tính thuế,Tổng lợi nhuận tính thuế,(128.986.510.038),-,-128986510038.0,
Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%),Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%),Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%),-,-,,
Điều chính thuế thu nhập doanh nghiệp của các năm trướcvào chi phí thuế thu nhập doanh nghiệp nằm nay,Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%) > Điều chính thuế thu nhập doanh nghiệp của các năm trướcvào chi phí thuế thu nhập doanh nghiệp nằm nay,Điều chính thuế thu nhập doanh nghiệp của các năm trướcvào chi phí thuế thu nhập doanh nghiệp nằm nay,-,1.209.319,,1209319.0
