row_label_raw,row_label_full,col_0,col_1,31/12/2017,01/01/2017,numeric__col_1,numeric__31/12/2017,numeric__01/01/2017
,,,,VND,VND,,,
a),a),a),Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,,
a),a) > a),a),Hỗ trợ chính phù Cuba (*),582.342.237.701,583.751.026.928,,582342237701.0,583751026928.0
a),a) > a),a),Directorate Generale of Food (Bangladesh),45.045.116.136,-,,45045116136.0,
a),a) > a),a),"Hubei Yinfeng International trade Corp., Ltd",20.799.725.000,-,,20799725000.0,
a),a) > a),a),Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,58.768.539.483,58.768.539.483,,58768539483.0,58768539483.0
a),a) > a),a),Công ty Cổ phần Tô Châu,34.465.229.715,40.465.229.715,,34465229715.0,40465229715.0
a),a) > a),a),Công ty CP Lương thực TP Hồ Chí Minh,27.361.723.614,-,,27361723614.0,
a),a) > a),a),Công ty Cổ phần Lương thực Hậu Giang,17.298.568.750,17.298.568.750,,17298568750.0,17298568750.0
a),a) > a),a),Công ty TNHH Lương Thực V.A.P,11.049.991.330,11.049.991.330,,11049991330.0,11049991330.0
a),a) > a),a),Công ty CP Mondelez Kinh Đô Bình Dương,10.017.865.000,18.016.350.000,,10017865000.0,18016350000.0
a),a) > a),a),"Henan Huangguo Grain Industry Co, Ltd",15.884.858.750,35.742.701.250,,15884858750.0,35742701250.0
a),a) > a),a),"Guangdong Jinyuhaoyuan Trading Co., Ltd",17.315.252.900,-,,17315252900.0,
a),a) > a),a),Hainan Hengdawei Industrial Co ltd,22.999.077.720,-,,22999077720.0,
a),a) > a),a),Công ty CP Đại Phúc,-,47.529.144.000,,,47529144000.0
a),a) > a),a),Công ty TNHH Thương mại Hòa Ân,-,52.702.502.000,,,52702502000.0
a),a) > a),a),Công ty TNHH Chế biến Lương thực Thanh Nhàn,-,35.995.903.200,,,35995903200.0
a),a) > a),a),Công ty TNHH Phạm Hoàng Phong,-,30.800.000.000,,,30800000000.0
a),a) > a),a),Các khoản phải thu khách hàng khác,180.976.414.169,161.192.868.369,,180976414169.0,161192868369.0
a),a) > a),a),,1.044.324.600.268,1.093.312.825.025,,1044324600268.0,1093312825025.0
b),b),b),Phải thu của khách hàng phân loại theo kỳ hạn thanh toán,,,,,
b),b) > b),b),Các khoản phải thu khách hàng ngắn hạn,461.975.862.567,509.498.198.097,,461975862567.0,509498198097.0
b),b) > b),b),Các khoản phải thu khách hàng dài hạn,582.348.737.701,583.814.626.928,,582348737701.0,583814626928.0
b),b) > b),b),,1.044.324.600.268,1.093.312.825.025,,1044324600268.0,1093312825025.0
c),b) > c),c),Phải thu khách hàng là các bên liên quan,76.808.915.076,63.010.824.955,,76808915076.0,63010824955.0
