row_label_raw,row_label_full,"Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 01/01/2017 > Giá trị","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 01/01/2017 > Số có khả năng trả nợ","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > Trong năm > Tăng","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > Trong năm > Giảm","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2017 > Giá trị","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2017 > Số có khả năng trả nợ","Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2017","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 01/01/2017 > Giá trị","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 01/01/2017 > Số có khả năng trả nợ","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > Trong năm > Tăng","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > Trong năm > Giảm","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2017 > Giá trị","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2017 > Số có khả năng trả nợ","numeric__Công ty mẹ - Công ty TNHH Một thành viên Tổng Công ty Lương thực Miền NamSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2017"
,,,VND,VND,VND,VND,VND,VND,,,,,,,,
a) Vay ngắn hạn (tiếp theo)- Vay và nợ dài hạn đến hạn trả,a) Vay ngắn hạn (tiếp theo)- Vay và nợ dài hạn đến hạn trả,a) Vay ngắn hạn (tiếp theo)- Vay và nợ dài hạn đến hạn trả,38.927.631.388,38.927.631.388,42.101.133.765,33.395.991.267,47.632.773.886,47.632.773.886,,38927631388.0,38927631388.0,42101133765.0,33395991267.0,47632773886.0,47632773886.0,
Ngân hàng TMCP An Bình - Chi nhánh An Giang(11),Ngân hàng TMCP An Bình - Chi nhánh An Giang(11),Ngân hàng TMCP An Bình - Chi nhánh An Giang(11),1.952.000.000,1.952.000.000,2.395.908.000,1.952.000.000,2.395.908.000,2.395.908.000,,1952000000.0,1952000000.0,2395908000.0,1952000000.0,2395908000.0,2395908000.0,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh(12),Ngân hàng TMCP Phát triển TP. Hồ Chí Minh(12),Ngân hàng TMCP Phát triển TP. Hồ Chí Minh(12),900.000.000,900.000.000,1.114.800.000,900.000.000,1.114.800.000,1.114.800.000,,900000000.0,900000000.0,1114800000.0,900000000.0,1114800000.0,1114800000.0,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Đồng Tháp(13),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Đồng Tháp(13),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Đồng Tháp(13),4.782.000.000,4.782.000.000,4.782.000.000,4.782.000.000,4.782.000.000,4.782.000.000,,4782000000.0,4782000000.0,4782000000.0,4782000000.0,4782000000.0,4782000000.0,
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Đồng Tháp(14),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Đồng Tháp(14),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Đồng Tháp(14),480.000.000,480.000.000,525.000.000,480.000.000,525.000.000,525.000.000,,480000000.0,480000000.0,525000000.0,480000000.0,525000000.0,525000000.0,
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Sóc Trăng(15),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Sóc Trăng(15),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Sóc Trăng(15),10.538.516.203,10.538.516.203,8.399.835.163,5.000.000.000,13.938.351.366,13.938.351.366,,10538516203.0,10538516203.0,8399835163.0,5000000000.0,13938351366.0,13938351366.0,
Ngân hàng TMCP Xuất nhập khẩu Việt Nam - Chi nhánh Quận 11(16),Ngân hàng TMCP Xuất nhập khẩu Việt Nam - Chi nhánh Quận 11(16),Ngân hàng TMCP Xuất nhập khẩu Việt Nam - Chi nhánh Quận 11(16),15.676.422.264,15.676.422.264,7.828.419.754,15.683.299.198,7.821.542.820,7.821.542.820,,15676422264.0,15676422264.0,7828419754.0,15683299198.0,7821542820.0,7821542820.0,
Ngân hàng TMCP Bưu Điện Liên Việt - Chi nhánh Vĩnh Long(17),Ngân hàng TMCP Bưu Điện Liên Việt - Chi nhánh Vĩnh Long(17),Ngân hàng TMCP Bưu Điện Liên Việt - Chi nhánh Vĩnh Long(17),4.598.692.921,4.598.692.921,1.555.170.848,4.598.692.069,1.555.171.700,1.555.171.700,,4598692921.0,4598692921.0,1555170848.0,4598692069.0,1555171700.0,1555171700.0,
Ngân hàng TMCP Việt Nam Thương Tín - Chi nhánh TP. Hồ Chí Minh(18),Ngân hàng TMCP Việt Nam Thương Tín - Chi nhánh TP. Hồ Chí Minh(18),Ngân hàng TMCP Việt Nam Thương Tín - Chi nhánh TP. Hồ Chí Minh(18),-,-,15.000.000.000,-,15.000.000.000,15.000.000.000,,,,15000000000.0,,15000000000.0,15000000000.0,
