row_label_raw,row_label_full,200,B. TÀI SẢN DÀI HẠN,col_2,3.568.916.027.724,3.758.326.869.055,numeric__B. TÀI SẢN DÀI HẠN,numeric__col_2,numeric__3.568.916.027.724,numeric__3.758.326.869.055
210,210,210,I. Các khoản phải thu dài hạn,,590.639.552.060,592.133.376.233,,,590639552060.0,592133376233.0
211,211,211,1. Phải thu dài hạn của khách hàng,5,582.348.737.701,583.814.626.928,,5.0,582348737701.0,583814626928.0
216,216,216,2. Phải thu dài hạn khác,7,8.290.814.359,8.318.749.305,,7.0,8290814359.0,8318749305.0
220,220,220,II. Tài sản cố định,,2.019.313.694.269,2.130.366.367.281,,,2019313694269.0,2130366367281.0
221,221,221,1. Tài sản cố định hữu hình,12,1.913.257.490.941,2.022.123.922.709,,12.0,1913257490941.0,2022123922709.0
222,222,222,- Nguyên giá,,3.515.530.037.082,3.456.800.585.120,,,3515530037082.0,3456800585120.0
223,223,223,- Giá trị hao mòn luỹ kế,,(1.602.272.546.141),(1.434.676.662.411),,,-1602272546141.0,-1434676662411.0
227,227,227,2. Tài sản cố định vô hình,13,106.056.203.328,108.242.444.572,,13.0,106056203328.0,108242444572.0
228,228,228,- Nguyên giá,,128.417.458.813,128.417.458.813,,,128417458813.0,128417458813.0
229,229,229,- Giá trị hao mòn luỹ kế,,(22.361.255.485),(20.175.014.241),,,-22361255485.0,-20175014241.0
230,230,230,III. Bất động sản đầu tư,14,15.972.465.820,16.683.947.888,,14.0,15972465820.0,16683947888.0
231,231,231,- Nguyên giá,,20.567.385.096,21.335.230.172,,,20567385096.0,21335230172.0
232,232,232,- Giá trị hao mòn luỹ kế,,(4.594.919.276),(4.651.282.284),,,-4594919276.0,-4651282284.0
240,240,240,IV. Tài sản dở dang dài hạn,,86.406.333.818,118.792.231.247,,,86406333818.0,118792231247.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,86.406.333.818,118.792.231.247,,15.0,86406333818.0,118792231247.0
250,250,250,V. Đầu tư tài chính dài hạn,4,760.935.657.812,811.766.542.927,,4.0,760935657812.0,811766542927.0
251,251,251,1. Đầu tư vào công ty con,,682.288.731.000,733.119.616.115,,,682288731000.0,733119616115.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,270.180.531.824,297.050.531.824,,,270180531824.0,297050531824.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,84.083.060.000,57.213.060.000,,,84083060000.0,57213060000.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(275.616.665.012),(275.616.665.012),,,-275616665012.0,-275616665012.0
260,260,260,VI. Tài sản dài hạn khác,,95.648.323.945,88.584.403.479,,,95648323945.0,88584403479.0
261,261,261,1. Chi phí trả trước dài hạn,11,95.648.323.945,87.454.170.525,,11.0,95648323945.0,87454170525.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,-,1.130.232.954,,,,1130232954.0
270,270,270,TỔNG CỘNG TÀI SẢN,,7.230.594.966.988,7.885.448.564.774,,,7230594966988.0,7885448564774.0
