row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2017,01/01/2017,numeric__Mối quan hệ,numeric__31/12/2017,numeric__01/01/2017
,,,Mối quan hệ,VND,VND,,,
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,,76.808.915.076,63.010.824.955,,76808915076.0,63010824955.0
- Công ty CP Lương thực Thực phẩm Safoco,- Công ty CP Lương thực Thực phẩm Safoco,- Công ty CP Lương thực Thực phẩm Safoco,Công ty con,991.975.000,1.653.000.000,,991975000.0,1653000000.0
- Công ty CP XNK NSTP Cà Mau,- Công ty CP XNK NSTP Cà Mau,- Công ty CP XNK NSTP Cà Mau,Công ty con,1.670.166.516,2.425.250.024,,1670166516.0,2425250024.0
- Công ty CP Tô Châu,- Công ty CP Tô Châu,- Công ty CP Tô Châu,Công ty con,28.465.229.715,40.465.229.715,,28465229715.0,40465229715.0
- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,Công ty con,-,285.516.000,,,285516000.0
- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,909.354.600,186.525.790,,909354600.0,186525790.0
- Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,- Công ty CP Lương thực Hậu Giang,Công ty con,17.298.568.750,17.298.568.750,,17298568750.0,17298568750.0
- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,Công ty con,27.426.478.495,305.500.000,,27426478495.0,305500000.0
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty con,47.142.000,334.918.200,,47142000.0,334918200.0
- Công ty CP Sài Gòn Lương Thực,- Công ty CP Sài Gòn Lương Thực,- Công ty CP Sài Gòn Lương Thực,Công ty con,-,56.316.476,,,56316476.0
Trả trước người bán ngắn hạn,Trả trước người bán ngắn hạn,Trả trước người bán ngắn hạn,,75.591.957.750,83.463.550.774,,75591957750.0,83463550774.0
- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,Công ty con,-,4.991.049,,,4991049.0
- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,-,7.246.975,,,7246975.0
