row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25,10.805.743.653.138,9.969.051.683.161,,25.0,10805743653138.0,9969051683161.0
02,02,02,2. Các khoản giảm trừ doanh thu,26,10.309.318.760,17.641.853.291,,26.0,10309318760.0,17641853291.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,10.795.434.334.378,9.951.409.829.870,,,10795434334378.0,9951409829870.0
11,11,11,4. Giá vốn hàng bán,27,10.014.268.913.281,8.390.075.724.472,,27.0,10014268913281.0,8390075724472.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,781.165.421.097,1.561.334.105.398,,,781165421097.0,1561334105398.0
21,21,21,6. Doanh thu hoạt động tài chính,28,63.624.259.908,92.863.396.408,,28.0,63624259908.0,92863396408.0
22,22,22,7. Chi phí tài chính,29,133.110.005.523,53.797.090.525,,29.0,133110005523.0,53797090525.0
23,23,23,Trong đó: Chi phí lãi vay,,113.116.277.088,137.046.125.624,,,113116277088.0,137046125624.0
24,24,24,8. Chi phí bán hàng,30,675.993.239.852,1.248.769.048.234,,30.0,675993239852.0,1248769048234.0
25,25,25,9. Chi phí quản lý doanh nghiệp,31,203.991.384.583,209.680.198.950,,31.0,203991384583.0,209680198950.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(168.304.948.953),141.951.164.097,,,-168304948953.0,141951164097.0
31,31,31,11. Thu nhập khác,32,72.452.405.012,65.403.291.630,,32.0,72452405012.0,65403291630.0
32,32,32,12. Chi phí khác,33,23.335.336.920,45.974.890.740,,33.0,23335336920.0,45974890740.0
40,40,40,13. Lợi nhuận khác,,49.117.068.092,19.428.400.890,,,49117068092.0,19428400890.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,(119.187.880.861),161.379.564.987,,,-119187880861.0,161379564987.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,34,,1.100.338.894,,34.0,,1100338894.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,1.130.232.954,3.756.188.479,,,1130232954.0,3756188479.0
60,60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(120.318.113.815),156.523.037.614,,,-120318113815.0,156523037614.0
