row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2017 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,665.103.695.062,-,-,665.103.695.062,665103695062.0,,,665103695062.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2017 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",663.489.822.654,590.639.552.060,-,1.254.129.374.714,663489822654.0,590639552060.0,,1254129374714.0
Các khoản cho vay,Tại ngày 31/12/2017 > Các khoản cho vay,Các khoản cho vay,2.000.000.000,-,-,2.000.000.000,2000000000.0,,,2000000000.0
,,,1.330.593.517.716,590.639.552.060,-,1.921.233.069.776,1330593517716.0,590639552060.0,,1921233069776.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2017 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,396.213.712.885,-,-,396.213.712.885,396213712885.0,,,396213712885.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2017 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",702.209.841.184,592.133.376.233,-,1.294.343.217.417,702209841184.0,592133376233.0,,1294343217417.0
,,,1.098.423.554.069,592.133.376.233,-,1.690.556.930.302,1098423554069.0,592133376233.0,,1690556930302.0
