row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,02-03,
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,04-05,
Báo cáo tài chính đã được kiểm toán,Báo cáo tài chính đã được kiểm toán,Báo cáo tài chính đã được kiểm toán,06-68,
Bảng cân đối kế toán,Bảng cân đối kế toán,Bảng cân đối kế toán,06-08,
Báo cáo kết quả hoạt động kinh doanh,Bảng cân đối kế toán > Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh,09,9.0
Báo cáo lưu chuyển tiền tệ,Bảng cân đối kế toán > Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,10,10.0
Thuyết minh Báo cáo tài chính,Thuyết minh Báo cáo tài chính,Thuyết minh Báo cáo tài chính,11-68,
