row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
,,,VND,VND,,
Lãi tiền vay,Lãi tiền vay,Lãi tiền vay,113.116.277.088,137.046.125.624,113116277088.0,137046125624.0
"Chiết khấu thanh toán, lãi mua hàng trả chậm","Chiết khấu thanh toán, lãi mua hàng trả chậm","Chiết khấu thanh toán, lãi mua hàng trả chậm",-,296.576.015,,296576015.0
Lỗ do thanh lý các khoản đầu tư tài chính,Lỗ do thanh lý các khoản đầu tư tài chính,Lỗ do thanh lý các khoản đầu tư tài chính,382.077.306,-,382077306.0,
Lỗ bán ngoại tệ,Lỗ bán ngoại tệ,Lỗ bán ngoại tệ,3.292.112.950,4.639.940.129,3292112950.0,4639940129.0
Lỗ chênh lệch tỷ giá phát sinh trong năm,Lỗ chênh lệch tỷ giá phát sinh trong năm,Lỗ chênh lệch tỷ giá phát sinh trong năm,16.304.361.931,42.535.408.525,16304361931.0,42535408525.0
Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,-,24.158.878.050,,24158878050.0
Hoàn nhập dự phòng tổn thất đầu tư,Hoàn nhập dự phòng tổn thất đầu tư,Hoàn nhập dự phòng tổn thất đầu tư,-,(155.133.300.233),,-155133300233.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,15.176.248,253.462.415,15176248.0,253462415.0
,,,133.110.005.523,53.797.090.525,133110005523.0,53797090525.0
