row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,3.661.678.939.264,4.127.121.695.719,,,3661678939264.0,4127121695719.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,665.103.695.062,396.213.712.885,,3.0,665103695062.0,396213712885.0
111,111,111,1. Tiền,,665.103.695.062,396.213.712.885,,,665103695062.0,396213712885.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,2.000.000.000,-,,4.0,2000000000.0,
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,2.000.000.000,-,,,2000000000.0,
130,130,130,III. Các khoản phải thu ngắn hạn,,1.519.393.963.991,938.460.110.930,,,1519393963991.0,938460110930.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,461.975.862.567,509.498.198.097,,5.0,461975862567.0,509498198097.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,367.772.029.114,404.142.618.206,,6.0,367772029114.0,404142618206.0
136,136,136,3. Phải thu ngắn hạn khác,7,372.981.361.901,364.179.044.901,,7.0,372981361901.0,364179044901.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(345.310.820.725),(345.787.281.618),,,-345310820725.0,-345787281618.0
139,139,139,5. Tài sản thiếu chờ xử lý,8,661.975.531.134,6.427.531.344,,8.0,661975531134.0,6427531344.0
140,140,140,IV. Hàng tồn kho,10,1.326.315.847.401,2.616.859.095.622,,10.0,1326315847401.0,2616859095622.0
141,141,141,1. Hàng tồn kho,,1.328.148.434.676,2.620.718.433.857,,,1328148434676.0,2620718433857.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(1.832.587.275),(3.859.338.235),,,-1832587275.0,-3859338235.0
150,150,150,V. Tài sản ngắn hạn khác,,148.865.432.810,175.588.776.282,,,148865432810.0,175588776282.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,93.525.000.131,120.247.040.052,,11.0,93525000131.0,120247040052.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,51.345.396.004,51.186.802.702,,,51345396004.0,51186802702.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,3.995.036.675,4.154.933.528,,18.0,3995036675.0,4154933528.0
