row_label_raw,row_label_full,Ông Nguyễn Ngọc Nam > Ông Huỳnh Thế Năng,Tổng Giám đốc,Bổ nhiệm ngày 21/09/2017 > Miễn nhiệm ngày 21/09/2017,numeric__Tổng Giám đốc,numeric__Bổ nhiệm ngày 21/09/2017 > Miễn nhiệm ngày 21/09/2017
Ông Huỳnh Văn Thông,Ông Huỳnh Văn Thông,Ông Huỳnh Văn Thông,Phó Tổng Giám đốc,,,
Ông Nguyễn Thọ Trí,Ông Nguyễn Thọ Trí,Ông Nguyễn Thọ Trí,Phó Tổng Giám đốc,,,
Ông Lê Minh Trường,Ông Lê Minh Trường,Ông Lê Minh Trường,Phó Tổng Giám đốc,,,
