row_label_raw,row_label_full,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
VND682.288.731.000,VND682.288.731.000,VND682.288.731.000,VND(137.644.175.269),VND733.119.616.115,VND(137.644.175.269),,,
29.383.650.000,VND682.288.731.000 > 29.383.650.000,29.383.650.000,-,29.383.650.000,-,,29383650000.0,
42.468.531.000,VND682.288.731.000 > 42.468.531.000,42.468.531.000,-,42.468.531.000,-,,42468531000.0,
30.312.350.000,VND682.288.731.000 > 30.312.350.000,30.312.350.000,-,30.312.350.000,-,,30312350000.0,
7.140.000.000,VND682.288.731.000 > 7.140.000.000,7.140.000.000,-,7.140.000.000,-,,7140000000.0,
40.956.000.000,VND682.288.731.000 > 40.956.000.000,40.956.000.000,(40.956.000.000),40.956.000.000,(40.956.000.000),-40956000000.0,40956000000.0,-40956000000.0
65.400.000.000,VND682.288.731.000 > 65.400.000.000,65.400.000.000,(65.400.000.000),65.400.000.000,(65.400.000.000),-65400000000.0,65400000000.0,-65400000000.0
20.400.000.000,VND682.288.731.000 > 20.400.000.000,20.400.000.000,-,20.400.000.000,-,,20400000000.0,
28.771.200.000,VND682.288.731.000 > 28.771.200.000,28.771.200.000,(28.771.200.000),28.771.200.000,(28.771.200.000),-28771200000.0,28771200000.0,-28771200000.0
48.000.000.000,VND682.288.731.000 > 48.000.000.000,48.000.000.000,-,48.000.000.000,-,,48000000000.0,
5.100.000.000,VND682.288.731.000 > 5.100.000.000,5.100.000.000,(2.516.975.269),5.100.000.000,(2.516.975.269),-2516975269.0,5100000000.0,-2516975269.0
152.509.000.000,VND682.288.731.000 > 152.509.000.000,152.509.000.000,-,191.871.000.000,-,,191871000000.0,
211.848.000.000,VND682.288.731.000 > 211.848.000.000,211.848.000.000,-,211.848.000.000,-,,211848000000.0,
-,VND682.288.731.000 > -,-,-,11.468.885.115,-,,11468885115.0,
270.180.531.824,VND682.288.731.000 > 270.180.531.824,270.180.531.824,(103.859.002.695),297.050.531.824,(108.457.665.491),-103859002695.0,297050531824.0,-108457665491.0
14.744.000.000,VND682.288.731.000 > 14.744.000.000,14.744.000.000,-,14.744.000.000,-,,14744000000.0,
47.840.000.000,VND682.288.731.000 > 47.840.000.000,47.840.000.000,(19.136.000.000),47.840.000.000,(19.136.000.000),-19136000000.0,47840000000.0,-19136000000.0
22.500.000.000,VND682.288.731.000 > 22.500.000.000,22.500.000.000,(17.984.884.467),22.500.000.000,(17.984.884.467),-17984884467.0,22500000000.0,-17984884467.0
-,VND682.288.731.000 > -,-,-,26.870.000.000,(4.598.662.796),,26870000000.0,-4598662796.0
57.357.788.024,VND682.288.731.000 > 57.357.788.024,57.357.788.024,(39.422.264.023),57.357.788.024,(39.422.264.023),-39422264023.0,57357788024.0,-39422264023.0
73.051.743.800,VND682.288.731.000 > 73.051.743.800,73.051.743.800,-,73.051.743.800,-,,73051743800.0,
43.875.000.000,VND682.288.731.000 > 43.875.000.000,43.875.000.000,(27.315.854.205),43.875.000.000,(27.315.854.205),-27315854205.0,43875000000.0,-27315854205.0
10.812.000.000,VND682.288.731.000 > 10.812.000.000,10.812.000.000,-,10.812.000.000,-,,10812000000.0,
