row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu và phát hành lại cổ phiếu quỹ,31,10.799.109.769.019,98.726.000.000,numeric__31,numeric__10.799.109.769.019,numeric__98.726.000.000
Tiền chi mua lại cổ phiếu quỹ,Tiền chi mua lại cổ phiếu quỹ,Tiền chi mua lại cổ phiếu quỹ,32,-,(5.876.976.565.699),32.0,,-5876976565699.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,-,3.910.000.000.000,33.0,,3910000000000.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,(6.796.425.000.000),(1.050.570.000.000),34.0,-6796425000000.0,-1050570000000.0
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(17.400.000),(2.276.495.862.000),36.0,-17400000.0,-2276495862000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,4.002.667.369.019,(5.195.316.427.699),40.0,4002667369019.0,-5195316427699.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,551.972.546.094,(370.698.813.916),50.0,551972546094.0,-370698813916.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,129.224.525.040,499.923.209.801,60.0,129224525040.0,499923209801.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,137.136,129.155,61.0,137136.0,129155.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,4,681.197.208.270,70.0,4.0,681197208270.0
