row_label_raw,row_label_full,col_0,Nâng cấptài sản thuêVND,Thiết bịvăn phòngVND,TổngVND,numeric__Nâng cấptài sản thuêVND,numeric__Thiết bịvăn phòngVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,21.399.524.698,6.036.056.258,27.435.580.956,21399524698.0,6036056258.0,27435580956.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,1.664.980.718,1.664.980.718,,1664980718.0,1664980718.0
Chuyển từ chi phí xây dựng cơ bandidở dang,Nguyên giá > Chuyển từ chi phí xây dựng cơ bandidở dang,Chuyển từ chi phí xây dựng cơ bandidở dang,6.301.961.571,-,6.301.961.571,6301961571.0,,6301961571.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,27.701.486.269,7.701.036.976,35.402.523.245,27701486269.0,7701036976.0,35402523245.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,17.017.575.932,5.861.809.221,22.879.385.153,17017575932.0,5861809221.0,22879385153.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,1.567.059.481,181.828.509,1.748.887.990,1567059481.0,181828509.0,1748887990.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,18.584.635.413,6.043.637.730,24.628.273.143,18584635413.0,6043637730.0,24628273143.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,4.381.948.766,174.247.037,4.556.195.803,4381948766.0,174247037.0,4556195803.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,9.116.850.856,1.657.399.246,10.774.250.102,9116850856.0,1657399246.0,10774250102.0
