row_label_raw,row_label_full,col_0,Công cụvà dụng cụVND,Phí dịch vụtur vấnVND,TổngVND,numeric__Công cụvà dụng cụVND,numeric__Phí dịch vụtur vấnVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,213.080.293,44.695.819.950,44.908.900.243,213080293.0,44695819950.0,44908900243.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,338.633.232,-,338.633.232,338633232.0,,338633232.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(186.697.988),(44.695.819.950),(44.882.517.938),-186697988.0,-44695819950.0,-44882517938.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,365.015.537,-,365.015.537,365015537.0,,365015537.0
