row_label_raw,row_label_full,col_0,Năm 2016VND,numeric__Năm 2016VND
Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A,
Chuyển nhượng phần vốn góp,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A > Chuyển nhượng phần vốn góp,Chuyển nhượng phần vốn góp,360.000.000,360000000.0
Thu phí hoạt động văn phòng,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A > Thu phí hoạt động văn phòng,Thu phí hoạt động văn phòng,95.412.431,95412431.0
Trả tiền tư vấn thiết kế,Công ty CP Tư vấn ĐT và PT kiến trúc I.D.E.A > Trả tiền tư vấn thiết kế,Trả tiền tư vấn thiết kế,2.626.000.000,2626000000.0
Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,
Nhận chuyển nhượng vốn góp,Công ty CP Đầu tư Văn Phú số 1 > Nhận chuyển nhượng vốn góp,Nhận chuyển nhượng vốn góp,49.285.000.000,49285000000.0
Chuyển nhượng phần vốn góp,Công ty CP Đầu tư Văn Phú số 1 > Chuyển nhượng phần vốn góp,Chuyển nhượng phần vốn góp,59.285.000.000,59285000000.0
Giá trị thi công xây dựng,Công ty CP Đầu tư Văn Phú số 1 > Giá trị thi công xây dựng,Giá trị thi công xây dựng,153.426.464.000,153426464000.0
Trả tiền thi công xây dựng,Công ty CP Đầu tư Văn Phú số 1 > Trả tiền thi công xây dựng,Trả tiền thi công xây dựng,128.964.000.000,128964000000.0
Thu phí hoạt động văn phòng,Công ty CP Đầu tư Văn Phú số 1 > Thu phí hoạt động văn phòng,Thu phí hoạt động văn phòng,23.468.236,23468236.0
Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,Công ty CP Đầu tư Văn Phú số 2,
Chuyển tiền góp vốn,Công ty CP Đầu tư Văn Phú số 2 > Chuyển tiền góp vốn,Chuyển tiền góp vốn,43.827.500.000,43827500000.0
Chuyển nhượng phần vốn góp,Công ty CP Đầu tư Văn Phú số 2 > Chuyển nhượng phần vốn góp,Chuyển nhượng phần vốn góp,43.827.500.000,43827500000.0
Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,Công ty CP Đầu tư Văn Phú - Bắc Ái,
Chuyển tiền góp vốn,Công ty CP Đầu tư Văn Phú - Bắc Ái > Chuyển tiền góp vốn,Chuyển tiền góp vốn,4.565.000.000,4565000000.0
Chuyển tiền cho vay,Công ty CP Đầu tư Văn Phú - Bắc Ái > Chuyển tiền cho vay,Chuyển tiền cho vay,3.000.000.000,3000000000.0
Ông Tô Như Toàn,Ông Tô Như Toàn,Ông Tô Như Toàn,Ông Tô Như Toàn,
Nhận chuyển nhượng cổ phần của Công ty Văn Phú - House,Ông Tô Như Toàn > Nhận chuyển nhượng cổ phần của Công ty Văn Phú - House,Nhận chuyển nhượng cổ phần của Công ty Văn Phú - House,89.425.000.000,89425000000.0
Nhận chuyển nhượng cổ phần của Công ty Gina Le,Ông Tô Như Toàn > Nhận chuyển nhượng cổ phần của Công ty Gina Le,Nhận chuyển nhượng cổ phần của Công ty Gina Le,1.050.000.000,1050000000.0
Thu tiền chuyển nhượng cổ phần của Công ty Văn Phú - House,Ông Tô Như Toàn > Thu tiền chuyển nhượng cổ phần của Công ty Văn Phú - House,Thu tiền chuyển nhượng cổ phần của Công ty Văn Phú - House,89.425.000.000,89425000000.0
Thu tiền chuyển nhượng cổ phần của Công ty Gina Le,Ông Tô Như Toàn > Thu tiền chuyển nhượng cổ phần của Công ty Gina Le,Thu tiền chuyển nhượng cổ phần của Công ty Gina Le,1.050.000.000,1050000000.0
Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Ông Tô Như Toàn > Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Chuyển nhượng cổ phần của Công ty Văn Phú - Invest,62.928.000.000,62928000000.0
Thu tiền thuế TNCN chuyển nhượng vốn,Ông Tô Như Toàn > Thu tiền thuế TNCN chuyển nhượng vốn,Thu tiền thuế TNCN chuyển nhượng vốn,62.928.000,62928000.0
Thu tiền vay vốn cá nhân,Ông Tô Như Toàn > Thu tiền vay vốn cá nhân,Thu tiền vay vốn cá nhân,160.000.000.000,160000000000.0
Trả gốc vay vốn cá nhân,Ông Tô Như Toàn > Trả gốc vay vốn cá nhân,Trả gốc vay vốn cá nhân,299.833.125.000,299833125000.0
Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,Ông Tô Như Thắng,
Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Ông Tô Như Thắng > Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,Nhận chuyển nhượng cổ phần của Công ty Văn Phú - Invest,52.440.000.000,52440000000.0
