row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Quỹ đầu tư phát triển VND,Quỹ khác thuộc vốn chủ sở hữu VND,LNST chưa phân phối VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Quỹ đầu tư phát triển VND,numeric__Quỹ khác thuộc vốn chủ sở hữu VND,numeric__LNST chưa phân phối VND,numeric__Tổng cộng VND
Số dư tại 01/01/2015,Số dư tại 01/01/2015,Số dư tại 01/01/2015,538.000.000.000,15.177.859.740,7.588.929.869,59.493.261.962,620.260.051.571,538000000000.0,15177859740.0,7588929869.0,59493261962.0,620260051571.0
Giảm vốn trong năm trước (i),Giảm vốn trong năm trước (i),Giảm vốn trong năm trước (i),(275.800.000.000),-,-,-,(275.800.000.000),-275800000000.0,,,,-275800000000.0
Lỗ trong năm trước,Lỗ trong năm trước,Lỗ trong năm trước,-,-,-,(2.511.563.973),(2.511.563.973),,,,-2511563973.0,-2511563973.0
Số dư tại 31/12/2015,Số dư tại 31/12/2015,Số dư tại 31/12/2015,262.200.000.000,15.177.859.740,7.588.929.869,56.981.697.989,341.948.487.598,262200000000.0,15177859740.0,7588929869.0,56981697989.0,341948487598.0
Số dư tại 01/01/2016,Số dư tại 01/01/2016,Số dư tại 01/01/2016,262.200.000.000,15.177.859.740,7.588.929.869,56.981.697.989,341.948.487.598,262200000000.0,15177859740.0,7588929869.0,56981697989.0,341948487598.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,-,17.497.041.175,17.497.041.175,,,,17497041175.0,17497041175.0
Phân phối lợi nhuận (ii),Phân phối lợi nhuận (ii),Phân phối lợi nhuận (ii),-,-,-,(5.000.000.000),(5.000.000.000),,,,-5000000000.0,-5000000000.0
Số dư tại 31/12/2016,Số dư tại 31/12/2016,Số dư tại 31/12/2016,262.200.000.000,15.177.859.740,7.588.929.869,69.478.739.164,354.445.528.773,262200000000.0,15177859740.0,7588929869.0,69478739164.0,354445528773.0
