row_label_raw,row_label_full,Công ty Galaxy Việt Nam,31/12/2016 > Giá trịVND > 725.338.062,31/12/2016 > Số có khã năng trả nợVND > 725.338.062,01/01/2016 > Giá trịVND > 7.070.338.062,01/01/2016 > Số có khã năng trả nợVND > 7.070.338.062,numeric__31/12/2016 > Giá trịVND > 725.338.062,numeric__31/12/2016 > Số có khã năng trả nợVND > 725.338.062,numeric__01/01/2016 > Giá trịVND > 7.070.338.062,numeric__01/01/2016 > Số có khã năng trả nợVND > 7.070.338.062
Công ty TNHH Bình Yên,Công ty TNHH Bình Yên,Công ty TNHH Bình Yên,12.888.510.919,12.888.510.919,5.693.461.831,5.693.461.831,12888510919.0,12888510919.0,5693461831.0,5693461831.0
Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,Công ty CP Đầu tư Văn Phú số 1,24.462.464.000,24.462.464.000,-,-,24462464000.0,24462464000.0,,
Phải trả cho các đối tượng khác,Phải trả cho các đối tượng khác,Phải trả cho các đối tượng khác,63.117.066.061,63.117.066.061,60.973.382.959,60.973.382.959,63117066061.0,63117066061.0,60973382959.0,60973382959.0
Cộng,Cộng,Cộng,101.193.379.042,101.193.379.042,73.737.182.852,73.737.182.852,101193379042.0,101193379042.0,73737182852.0,73737182852.0
