row_label_raw,row_label_full,Nội dung,Trang,numeric__Trang
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,2 - 3,
Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,4 - 5,
Báo cáo tài chính riêng đã được kiểm toán,Báo cáo tài chính riêng đã được kiểm toán,Báo cáo tài chính riêng đã được kiểm toán,,
Bảng cân đối kế toán,Bảng cân đối kế toán,Bảng cân đối kế toán,6 - 7,
Báo cáo kết quả hoạt động kinh doanh,Bảng cân đối kế toán > Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh,8,8.0
Báo cáo lưu chuyển tiền tệ,Bảng cân đối kế toán > Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,9,9.0
Bàn thuyết minh Báo cáo tài chính,Bàn thuyết minh Báo cáo tài chính,Bàn thuyết minh Báo cáo tài chính,10 - 42,
