row_label_raw,row_label_full,col_0,31/12/2016 > Giá trịVND,31/12/2016 > Số có khànăng trả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2016 > Giá trịVND,01/01/2016 > Số có khànăng trả nợVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khànăng trả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Số có khànăng trả nợVND
Ngân hàng TNHH Indovina - CN Thiên Long (i),Ngân hàng TNHH Indovina - CN Thiên Long (i),Ngân hàng TNHH Indovina - CN Thiên Long (i),326.163.609.204,326.163.609.204,595.463.248.579,412.433.735.868,143.134.096.493,143.134.096.493,326163609204.0,326163609204.0,595463248579.0,412433735868.0,143134096493.0,143134096493.0
Ngân hàng TMCP Kỹ thương Việt Nam - CNThăng Long (ii),Ngân hàng TMCP Kỹ thương Việt Nam - CNThăng Long (ii),Ngân hàng TMCP Kỹ thương Việt Nam - CNThăng Long (ii),131.793.494.000,131.793.494.000,170.981.494.000,49.655.000.000,10.467.000.000,10.467.000.000,131793494000.0,131793494000.0,170981494000.0,49655000000.0,10467000000.0,10467000000.0
Vay của đối tượng khác,Vay của đối tượng khác,Vay của đối tượng khác,55.000.000.000,55.000.000.000,5.000.000.000,72.000.000,50.072.000.000,50.072.000.000,55000000000.0,55000000000.0,5000000000.0,72000000.0,50072000000.0,50072000000.0
Cộng,Cộng,Cộng,512.957.103.204,512.957.103.204,771.444.742.579,462.160.735.868,203.673.096.493,203.673.096.493,512957103204.0,512957103204.0,771444742579.0,462160735868.0,203673096493.0,203673096493.0
