row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,144.047.086.829,114.152.311.617,144047086829.0,114152311617.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,80.810.784.833,48.663.418.149,80810784833.0,48663418149.0
Chi phí lương nhân viên,Chi phí lương nhân viên,Chi phí lương nhân viên,19.829.323.299,24.038.776.297,19829323299.0,24038776297.0
Chi phí mua ngoài,Chi phí mua ngoài,Chi phí mua ngoài,10.334.785.459,20.265.683.179,10334785459.0,20265683179.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,2.878.218.734,5.326.299.986,2878218734.0,5326299986.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",1.510.395.241,7.162.903.671,1510395241.0,7162903671.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,1.154.527.390,524.109.365,1154527390.0,524109365.0
Chi phí khác,Chi phí khác,Chi phí khác,27.529.051.873,8.171.120.970,27529051873.0,8171120970.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,150.149.648.357,150.401.335.317,150149648357.0,150401335317.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,74.112.669.317,69.927.053.528,74112669317.0,69927053528.0
Chi phí giao tế,Chi phí giao tế,Chi phí giao tế,16.933.856.220,19.424.307.108,16933856220.0,19424307108.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,5.761.917.477,5.784.187.327,5761917477.0,5784187327.0
Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,4.963.939.312,4.963.939.312,4963939312.0,4963939312.0
Chi phí mua ngoài,Chi phí mua ngoài,Chi phí mua ngoài,4.233.594.997,1.805.664.938,4233594997.0,1805664938.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",3.647.952.128,5.360.389.274,3647952128.0,5360389274.0
Chi phí khác,Chi phí khác,Chi phí khác,40.495.718.906,43.135.793.830,40495718906.0,43135793830.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,294.196.735.186,264.553.646.934,294196735186.0,264553646934.0
