row_label_raw,row_label_full,Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên,Số cuối năm > 634.582.902.217,VND Số đầu năm > 187.500.137.640,numeric__Số cuối năm > 634.582.902.217,numeric__VND Số đầu năm > 187.500.137.640
Khách hàng Dự án Khu phức hợp,Khách hàng Dự án Khu phức hợp,Khách hàng Dự án Khu phức hợp,,,,
Cap Saint Jacques,Khách hàng Dự án Khu phức hợp > Cap Saint Jacques,Cap Saint Jacques,392.630.511.022,-,392630511022.0,
Khách hàng Dự án Khu dân cư Hiệp Phước,Khách hàng Dự án Khu phức hợp > Khách hàng Dự án Khu dân cư Hiệp Phước,Khách hàng Dự án Khu dân cư Hiệp Phước,381.018.355.421,260.056.852.506,381018355421.0,260056852506.0
Khách hàng Dự án Chung cư Vũng Tàu Gateway,Khách hàng Dự án Khu phức hợp > Khách hàng Dự án Chung cư Vũng Tàu Gateway,Khách hàng Dự án Chung cư Vũng Tàu Gateway,347.744.414.936,1.063.819.221.995,347744414936.0,1063819221995.0
Khách hàng Dự án Khu du lịch Đô thị Sinh thái Đại Phước,Khách hàng Dự án Khu phức hợp > Khách hàng Dự án Khu du lịch Đô thị Sinh thái Đại Phước,Khách hàng Dự án Khu du lịch Đô thị Sinh thái Đại Phước,139.546.849.603,85.495.963.848,139546849603.0,85495963848.0
Khách hàng Dự án Khu trung tâm Chí Linh – Vũng Tàu,Khách hàng Dự án Khu phức hợp > Khách hàng Dự án Khu trung tâm Chí Linh – Vũng Tàu,Khách hàng Dự án Khu trung tâm Chí Linh – Vũng Tàu,45.915.773.651,45.526.306.909,45915773651.0,45526306909.0
Khách hàng Dự án Khu căn hộ Cao cấp DIC Phoenix,Khách hàng Dự án Khu phức hợp > Khách hàng Dự án Khu căn hộ Cao cấp DIC Phoenix,Khách hàng Dự án Khu căn hộ Cao cấp DIC Phoenix,35.691.386.195,65.255.731.327,35691386195.0,65255731327.0
Khác,Khách hàng Dự án Khu phức hợp > Khác,Khác,27.251.159.066,25.181.547.543,27251159066.0,25181547543.0
TỔNG CỘNG,Khách hàng Dự án Khu phức hợp > TỔNG CỘNG,TỔNG CỘNG,2.004.381.352.111,1.732.835.761.768,2004381352111.0,1732835761768.0
