row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,2.503.768.921.575,2.139.478.786.862,,261.0,2503768921575.0,2139478786862.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,(16.594.906.022),(23.734.413.231),,261.0,-16594906022.0,-23734413231.0
10,10,10,3. Doanh thu thuần từ bán hàng và cung cấp dịch vụ,26.1,2.487.174.015.553,2.115.744.373.631,,261.0,2487174015553.0,2115744373631.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(1.846.705.794.144),(1.475.079.355.633),,27.0,-1846705794144.0,-1475079355633.0
20,20,20,5. Lợi nhuận gộp từ bán hàng và cung cấp dịch vụ,,640.468.221.409,640.665.017.998,,,640468221409.0,640665017998.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,26.858.495.762,197.545.575.808,,262.0,26858495762.0,197545575808.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(56.725.752.191) (37.386.634.438),(26.619.168.032) (37.280.602.441),,28.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(56.725.752.191) (37.386.634.438),(26.619.168.032) (37.280.602.441),,28.0,,
24,24,24,"8. Phân chia lỗ từ công ty liên doanh, liên kết",,(29.014.157.522),(13.888.785.170),,,-29014157522.0,-13888785170.0
25,25,25,9. Chi phí bán hàng,29,(144.047.086.829),(114.152.311.617),,29.0,-144047086829.0,-114152311617.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,(150.149.648.357),(150.401.335.317),,29.0,-150149648357.0,-150401335317.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,287.390.072.272,533.148.993.670,,,287390072272.0,533148993670.0
31,31,31,12. Thu nhập khác,30,626.902.746.353,49.846.064.763,,30.0,626902746353.0,49846064763.0
32,32,32,13. Chi phí khác,30,(14.447.731.555),(111.713.857.888),,30.0,-14447731555.0,-111713857888.0
40,40,40,14. Lợi nhuận (lỗ) khác,30,612.455.014.798,(61.867.793.125),,30.0,612455014798.0,-61867793125.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,899.845.087.070,471.281.200.545,,,899845087070.0,471281200545.0
51,51,51,16. Chi phí thuế TNDN hiện hành,32.1,(133.178.726.195),(128.380.729.770),,321.0,-133178726195.0,-128380729770.0
52,52,52,17. (Chi phí) thu nhập thuế TNDN hoãn lại,32.1,(44.770.230.443),28.922.160.839,,321.0,-44770230443.0,28922160839.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,721.896.130.432,371.822.631.614,,,721896130432.0,371822631614.0
61,61,61,19. Lợi nhuận sau thuế của cổ đông công ty mẹ,,711.237.905.763,390.989.644.585,,,711237905763.0,390989644585.0
62,62,62,20. Lợi nhuận (lỗ) sau thuế của cổ đông không kiểm soát,,10.658.224.669,(19.167.012.971),,,10658224669.0,-19167012971.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,25.4,2.157,1.166,,254.0,2157.0,1166.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,25.4,2.157,1.166,,254.0,2157.0,1166.0
