row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.503.768.921.575,2.139.478.786.862,2503768921575.0,2139478786862.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.729.355.750.857,1.465.539.334.461,1729355750857.0,1465539334461.0
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,258.172.020.291,260.212.912.968,258172020291.0,260212912968.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,184.064.712.234,160.982.498.676,184064712234.0,160982498676.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,176.401.249.175,161.513.759.702,176401249175.0,161513759702.0
Doanh thu hoạt động xây dựng,Trong đó: > Doanh thu hoạt động xây dựng,Doanh thu hoạt động xây dựng,155.775.189.018,91.230.281.055,155775189018.0,91230281055.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(16.594.906.022),(23.734.413.231),-16594906022.0,-23734413231.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(15.323.532.283),(22.456.444.350),-15323532283.0,-22456444350.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(1.240.378.023),(1.277.968.881),-1240378023.0,-1277968881.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(30.995.716),-,-30995716.0,
DOANH THU THUÀN,Trong đó: > DOANH THU THUÀN,DOANH THU THUÀN,2.487.174.015.553,2.115.744.373.631,2487174015553.0,2115744373631.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.714.049.453.367,1.443.082.890.111,1714049453367.0,1443082890111.0
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,256.900.646.552,258.934.944.087,256900646552.0,258934944087.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,184.064.712.234,160.982.498.676,184064712234.0,160982498676.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,176.384.014.382,161.513.759.702,176384014382.0,161513759702.0
Doanh thu hoạt động xây dựng,Trong đó: > Doanh thu hoạt động xây dựng,Doanh thu hoạt động xây dựng,155.775.189.018,91.230.281.055,155775189018.0,91230281055.0
