row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.080.875.007.032,941.283.317.787,1080875007032.0,941283317787.0
Khách hàng Dự án Chung cư Vũng Tàu Gateway,Khách hàng Dự án Chung cư Vũng Tàu Gateway,Khách hàng Dự án Chung cư Vũng Tàu Gateway,648.602.083.855,231.309.483.587,648602083855.0,231309483587.0
Khách hàng Dự án Khu căn hộ Cao cấp DIC Phoenix (i),Khách hàng Dự án Khu căn hộ Cao cấp DIC Phoenix (i),Khách hàng Dự án Khu căn hộ Cao cấp DIC Phoenix (i),157.294.923.630,268.776.436.753,157294923630.0,268776436753.0
Khách hàng Dự án Khu đỏ thị mới Nam Vĩnh Yên,Khách hàng Dự án Khu đỏ thị mới Nam Vĩnh Yên,Khách hàng Dự án Khu đỏ thị mới Nam Vĩnh Yên,111.733.041.827,301.913.033.179,111733041827.0,301913033179.0
Công ty Cổ phần Đầu tư Phát triển Thiên Tân (ii),Công ty Cổ phần Đầu tư Phát triển Thiên Tân (ii),Công ty Cổ phần Đầu tư Phát triển Thiên Tân (ii),59.000.000.000,-,59000000000.0,
Khách hàng Dự án Khu Trung tâm Chí Linh,Khách hàng Dự án Khu Trung tâm Chí Linh,Khách hàng Dự án Khu Trung tâm Chí Linh,22.545.436.041,23.528.032.041,22545436041.0,23528032041.0
Khách hàng Dự án Thủy Tiên,Khách hàng Dự án Thủy Tiên,Khách hàng Dự án Thủy Tiên,13.042.715.822,13.235.275.947,13042715822.0,13235275947.0
Công ty Cổ phần DCP Châu Á,Công ty Cổ phần DCP Châu Á,Công ty Cổ phần DCP Châu Á,9.176.047.500,9.176.047.500,9176047500.0,9176047500.0
Khác,Khác,Khác,59.480.758.357,93.345.008.780,59480758357.0,93345008780.0
Dài hạn,Dài hạn,Dài hạn,8.318.000.000,8.318.000.000,8318000000.0,8318000000.0
Ông Lê Văn Huống,Ông Lê Văn Huống,Ông Lê Văn Huống,8.318.000.000,8.318.000.000,8318000000.0,8318000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.089.193.007.032,949.601.317.787,1089193007032.0,949601317787.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(16.044.828.556),(16.856.010.431),-16044828556.0,-16856010431.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.073.148.178.476,932.745.307.356,1073148178476.0,932745307356.0
Trong đó:Các bên khác,Trong đó:Các bên khác,Trong đó:Các bên khác,1.058.776.916.113,901.411.617.044,1058776916113.0,901411617044.0
Các bên liên quan (Thuyết minh – TM số 33),Các bên liên quan (Thuyết minh – TM số 33),Các bên liên quan (Thuyết minh – TM số 33),14.371.262.363,31.333.690.312,14371262363.0,31333690312.0
