row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,4.527.010.691.862,1.066.410.074.669,,,4527010691862.0,1066410074669.0
210,210,210,I. Phải thu dài hạn,,3.111.277.967.009,84.608.901.281,,,3111277967009.0,84608901281.0
211,211,211,1. Phải thu dài hạn của khách hàng,6,8.318.000.000,8.318.000.000,,6.0,8318000000.0,8318000000.0
216,216,216,2. Phải thu dài hạn khác,9,3.111.277.967.009,84.608.901.281,,9.0,3111277967009.0,84608901281.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(8.318.000.000),(8.318.000.000),,,-8318000000.0,-8318000000.0
220,220,220,II. Tài sản cố định,,764.345.204.814,333.908.838.505,,,764345204814.0,333908838505.0
221,221,221,1. Tài sản cố định hữu hình,13,745.785.868.652,314.221.282.162,,13.0,745785868652.0,314221282162.0
222,222,222,Nguyên giá,,1.060.358.894.490,610.728.128.924,,,1060358894490.0,610728128924.0
223,223,223,Giá trị khấu hao lũy kế,,(314.573.025.838),(296.506.846.762),,,-314573025838.0,-296506846762.0
227,227,227,2. Tài sản cố định vô hình,14,18.559.336.162,19.687.556.343,,14.0,18559336162.0,19687556343.0
228,228,228,Nguyên giá,,19.301.250.270,20.227.483.179,,,19301250270.0,20227483179.0
229,229,229,Giá trị hao mòn lũy kế,,(741.914.108),(539.926.836),,,-741914108.0,-539926836.0
230,230,230,III. Bất động sản đầu tư,15,152.042.667.199,155.826.457.411,,15.0,152042667199.0,155826457411.0
231,231,231,1. Nguyên giá,,189.189.510.678,189.189.510.678,,,189189510678.0,189189510678.0
232,232,232,2. Giá trị khấu hao lũy kế,,(37.146.843.479),(33.363.053.267),,,-37146843479.0,-33363053267.0
240,240,240,IV. Tài sản dở dang dài hạn,,87.977.366.707,89.440.203.454,,,87977366707.0,89440203454.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang",,1.489.700.282,-,,,1489700282.0,
242,242,242,2. Chi phí xây dựng cơ bản dở dang,16,86.487.666.425,89.440.203.454,,16.0,86487666425.0,89440203454.0
250,250,250,V. Đầu tư tài chính dài hạn,17,299.295.959.493,318.897.456.287,,17.0,299295959493.0,318897456287.0
252,252,252,1. Đầu tư vào công ty liên kết,,181.636.249.630,192.967.740.752,,,181636249630.0,192967740752.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,119.083.369.377,119.083.369.377,,,119083369377.0,119083369377.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(39.423.659.514),(20.343.653.842),,,-39423659514.0,-20343653842.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,38.000.000.000,27.190.000.000,,,38000000000.0,27190000000.0
260,260,260,VI. Tài sản dài hạn khác,,112.071.526.640,83.728.217.731,,,112071526640.0,83728217731.0
261,261,261,1. Chi phí trả trước dài hạn,11,55.055.553.316,23.933.379.401,,11.0,55055553316.0,23933379401.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,32.3,17.718.120.436,15.533.046.130,,323.0,17718120436.0,15533046130.0
269,269,269,3. Lợi thế thương mại,18,39.297.852.888,44.261.792.200,,18.0,39297852888.0,44261792200.0
270,270,270,TỔNG CỘNG TÀI SẢN,,11.826.163.041.713,8.197.228.507.758,,,11826163041713.0,8197228507758.0
