row_label_raw,row_label_full,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Số cuối năm > 186.499.974.132,VND Số đầu năm > 187.601.084.910,numeric__Số cuối năm > 186.499.974.132,numeric__VND Số đầu năm > 187.601.084.910
Công ty Cổ phần Xây dựng Thương mại A & T,Công ty Cổ phần Xây dựng Thương mại A & T,Công ty Cổ phần Xây dựng Thương mại A & T,1.520.499.820,20.536.820.495,1520499820.0,20536820495.0
Công ty TNHH Thương mại Dịch vụ và Xây dựng Phương Nguyên,Công ty TNHH Thương mại Dịch vụ và Xây dựng Phương Nguyên,Công ty TNHH Thương mại Dịch vụ và Xây dựng Phương Nguyên,-,11.336.730.634,,11336730634.0
Công ty Cổ phần Phát triển Thương mại Thiên Quang,Công ty Cổ phần Phát triển Thương mại Thiên Quang,Công ty Cổ phần Phát triển Thương mại Thiên Quang,-,6.728.630.014,,6728630014.0
Khác,Khác,Khác,35.180.622.928,19.380.335.184,35180622928.0,19380335184.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,223.201.096.880,245.583.601.237,223201096880.0,245583601237.0
Trong đó:Các bên liên quan (TM số 33),Trong đó:Các bên liên quan (TM số 33),Trong đó:Các bên liên quan (TM số 33),186.499.974.132,187.601.084.910,186499974132.0,187601084910.0
Các bên khác,Các bên khác,Các bên khác,36.701.122.748,57.982.516.327,36701122748.0,57982516327.0
