row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bất động sản dở dang (*),Bất động sản dở dang (*),Bất động sản dở dang (*),3.897.205.459.484,3.649.641.973.050,3897205459484.0,3649641973050.0
Chi phí kinh doanh dở dang,Chi phí kinh doanh dở dang,Chi phí kinh doanh dở dang,279.056.294.634,278.516.506.917,279056294634.0,278516506917.0
Thành phẩm bất động sản,Thành phẩm bất động sản,Thành phẩm bất động sản,66.717.336.565,105.262.672.603,66717336565.0,105262672603.0
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",77.650.316.756,82.330.244.831,77650316756.0,82330244831.0
Thành phẩm,Thành phẩm,Thành phẩm,63.995.324.743,66.505.071.689,63995324743.0,66505071689.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",15.754.710.888,10.015.400.256,15754710888.0,10015400256.0
Khác,Khác,Khác,838.930.416,11.001.201.393,838930416.0,11001201393.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.401.218.373.486,4.203.273.070.739,4401218373486.0,4203273070739.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(6.086.671.149),(9.675.281.110),-6086671149.0,-9675281110.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,4.395.131.702.337,4.193.597.789.629,4395131702337.0,4193597789629.0
