row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,31.12.2018 > Quyền sở hữu và biểu quyết %,31.12.2018 > Giá gốc VND,31.12.2018 > Giá trị hợp lý VND,31.12.2018 > Dự phòng VND,31.12.2017 > Quyền sở hữu và biểu quyết %,31.12.2017 > Giá gốc VND,31.12.2017 > Giá trị hợp lý VND,31.12.2017 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__31.12.2018 > Quyền sở hữu và biểu quyết %,numeric__31.12.2018 > Giá gốc VND,numeric__31.12.2018 > Giá trị hợp lý VND,numeric__31.12.2018 > Dự phòng VND,numeric__31.12.2017 > Quyền sở hữu và biểu quyết %,numeric__31.12.2017 > Giá gốc VND,numeric__31.12.2017 > Giá trị hợp lý VND,numeric__31.12.2017 > Dự phòng VND
1,1,1,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Kinh doanh bất động sản,"25,00",60.600.000.000,(*),-,"25,00",60.600.000.000,(*),-,,,25.0,60600000000.0,,,25.0,60600000000.0,,
2,2,2,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,"Kinh doanh buôn bán thiết bị, linh kiện điện tử, viễn thông","33,31",14.792.060.000,(*),-,"33,31",14.792.060.000,(*),-,,,33.31,14792060000.0,,,33.31,14792060000.0,,
3,3,3,Công ty Cổ phần 234 Thạnh Mỹ Lợi,Kinh doanh bất động sản,"49,90",9.800.000.000,(*),-,-,-,,-,,,49.9,9800000000.0,,,,,,
4,4,4,Công ty TNHH Đầu tư và Phát triển Bất động sản Sun City,Kinh doanh bất động sản,-,-,,-,"49,00",955.500.000.000,(*),-,,,,,,,49.0,955500000000.0,,
,,,,,,85.192.060.000,,,,1.030.892.060.000,,,,,,85192060000.0,,,,1030892060000.0,,
