row_label_raw,row_label_full,col_0,col_1,31.12.2018VND,31.12.2017VND,numeric__col_1,numeric__31.12.2018VND,numeric__31.12.2017VND
v),v),v),Phải trả người bán ngắn hạn (Thuyết minh 16),,,,,
v),v) > v),v),Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,489.425.295,-,,489425295.0,
v),v) > v),v),Công ty TNHH Bất động sản Nova Riverside,58.197.999,-,,58197999.0,
v),v) > v),v),,547.623.294,-,,547623294.0,
vi),vi),vi),Chi phí phải trả ngắn hạn (Thuyết minh 19),,,,,
vi),vi) > vi),vi),Công ty TNHH Nova Rivergate,79.938.769.976,63.445.174.918,,79938769976.0,63445174918.0
vi),vi) > vi),vi),Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,64.202.860.046,18.467.961.949,,64202860046.0,18467961949.0
vi),vi) > vi),vi),Công ty Cổ phần Cao óc Phương Đông,30.242.187.224,20.452.730.411,,30242187224.0,20452730411.0
vi),vi) > vi),vi),Công ty TNHH Bất động sản Gia Phú,10.028.082.194,2.636.986.301,,10028082194.0,2636986301.0
vi),vi) > vi),vi),Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,5.032.465.753,-,,5032465753.0,
vi),vi) > vi),vi),Công ty Cổ phần Nova Festival,-,3.541.523.703,,,3541523703.0
vi),vi) > vi),vi),Công ty TNHH Nova Sagel,-,1.172.777.780,,,1172777780.0
vi),vi) > vi),vi),Công ty TNHH Nova Sasco,-,256.438.356,,,256438356.0
vi),vi) > vi),vi),Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,-,124.900.350,,,124900350.0
vi),vi) > vi),vi),,189.444.365.193,110.098.493.768,,189444365193.0,110098493768.0
vii),vii),vii),Vay ngắn hạn (Thuyết minh 22(a)),,,,,
vii),vii) > vii),vii),Công ty TNHH Nova Rivergate,393.816.832.600,656.364.832.600,,393816832600.0,656364832600.0
vii),vii) > vii),vii),Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,355.628.945.205,490.500.000.000,,355628945205.0,490500000000.0
vii),vii) > vii),vii),Công ty Cổ phần Cao óc Phương Đông,187.600.000.000,327.600.000.000,,187600000000.0,327600000000.0
vii),vii) > vii),vii),Công ty TNHH Bất động sản Gia Phú,85.000.000.000,140.000.000.000,,85000000000.0,140000000000.0
vii),vii) > vii),vii),Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,41.500.000.000,-,,41500000000.0,
vii),vii) > vii),vii),Công ty Cổ phần Nova Festival,-,104.987.842.770,,,104987842770.0
vii),vii) > vii),vii),Công ty TNHH Nova Sasco,-,78.000.000.000,,,78000000000.0
vii),vii) > vii),vii),Công ty TNHH Nova Sagel,-,12.000.000.000,,,12000000000.0
vii),vii) > vii),vii),,1.063.545.777.805,1.809.452.675.370,,1063545777805.0,1809452675370.0
viii),viii),viii),Doanh thu chưa thực hiện ngắn hạn,,,,,
viii),viii) > viii),viii),Công ty TNHH Nova Property Management,1.369.094.617,1.369.094.618,,1369094617.0,1369094618.0
