row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
300,300,300,NỘ PHẢI TRẢ,,23.324.963.926.892,15.815.002.083.930,,,23324963926892.0,15815002083930.0
310,310,310,Nợ ngắn hạn,,11.617.464.209.775,6.482.181.340.468,,,11617464209775.0,6482181340468.0
311,311,311,Phải trả người bán ngắn hạn,16,132.842.393.354,109.079.438.699,,16.0,132842393354.0,109079438699.0
312,312,312,Người mua trả tiền trước ngắn hạn,17,376.442.933.681,541.931.205.610,,17.0,376442933681.0,541931205610.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,18(b),302.622.383.493,15.397.184.292,,,302622383493.0,15397184292.0
314,314,314,Phải trả người lao động,,32.093.345.384,114.616.082.625,,,32093345384.0,114616082625.0
315,315,315,Chi phí phải trả ngắn hạn,19,1.183.462.917.145,570.338.370.866,,19.0,1183462917145.0,570338370866.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,20,1.489.172.289,1.505.790.703,,20.0,1489172289.0,1505790703.0
319,319,319,Phải trả ngắn hạn khác,21(a),1.001.628.405.420,822.614.019.388,,,1001628405420.0,822614019388.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,22(a),8.581.333.793.714,4.301.150.382.990,,,8581333793714.0,4301150382990.0
322,322,322,"Quý khen thưởng, phúc lợi",,5.548.865.295,5.548.865.295,,,5548865295.0,5548865295.0
330,330,330,Nợ dài hạn,,11.707.499.717.117,9.332.820.743.462,,,11707499717117.0,9332820743462.0
336,336,336,Doanh thu chưa thực hiện dài hạn,20,64.377.614.795,65.749.720.031,,20.0,64377614795.0,65749720031.0
337,337,337,Phải trả dài hạn khác,21(b),1.540.932.195,244.556.717.870,,,1540932195.0,244556717870.0
338,338,338,Vay và nợ thuê tài chính dài hạn,22(b),11.641.581.170.127,9.022.514.305.561,,,11641581170127.0,9022514305561.0
400,400,400,VỐN CHỦ SỞ HỮU,,16.295.356.268.371,11.180.098.153.398,,,16295356268371.0,11180098153398.0
410,410,410,Vốn chủ sở hữu,,16.295.356.268.371,11.180.098.153.398,,,16295356268371.0,11180098153398.0
411,411,411,Vốn góp của chủ sở hữu,"24, 25",9.372.766.740.000,6.496.587.880.000,,,9372766740000.0,6496587880000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.304.466.740.000,6.428.287.880.000,,,9304466740000.0,6428287880000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,68.300.000.000,68.300.000.000,,,68300000000.0,68300000000.0
412,412,412,Thặng dư vốn cổ phần,24,3.996.839.781.026,3.206.830.905.400,,24.0,3996839781026.0,3206830905400.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,2.925.749.747.345,1.476.679.367.998,,24.0,2925749747345.0,1476679367998.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,1.456.189.367.998,1.054.789.149.570,,,1456189367998.0,1054789149570.0
421b,421b,421b,- LNST chưa phân phối năm nay,,1.469.560.379.347,421.890.218.428,,,1469560379347.0,421890218428.0
440,440,440,TỔNG NGUỒN VỐN,,39.620.320.195.263,26.995.100.237.328,,,39620320195263.0,26995100237328.0
