row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,31.12.2018VND,31.12.2017VND,,,
iv),iv),iv),Cho vay,Cho vay,Cho vay,,,
iv),iv) > iv),iv),Công ty TNHH Bất động sản Khải Hưng,-,83.200.000.000,,,83200000000.0
iv),iv) > iv),iv),Công ty TNHH Nova An Phú,-,29.900.000.000,,,29900000000.0
iv),iv) > iv),iv),Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,-,8.500.000.000,,,8500000000.0
iv),iv) > iv),iv),,-,121.600.000.000,,,121600000000.0
v),v),v),Thu hồi vốn cho vay,Thu hồi vốn cho vay,Thu hồi vốn cho vay,,,
v),v) > v),v),Công ty TNHH Bất động sản Khải Hưng,130.240.000.000,126.900.000.000,,130240000000.0,126900000000.0
v),v) > v),v),Công ty TNHH Đầu tư Và Phát triển Bất động sản Nova Phúc Nguyên,50.511.600.222,85.608.399.778,,50511600222.0,85608399778.0
v),v) > v),v),Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,35.900.000.000,-,,35900000000.0,
v),v) > v),v),Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,8.500.000.000,-,,8500000000.0,
v),v) > v),v),Công ty TNHH Nova An Phú,-,118.030.000.000,,,118030000000.0
v),v) > v),v),Công ty Cổ phần Ngôi nhà Mega,-,116.706.000.000,,,116706000000.0
v),v) > v),v),Công ty Cổ phần Đầu tư Địa ốc No Va,-,49.677.512.000,,,49677512000.0
v),v) > v),v),Công ty TNHH Nova Rivergate,-,10.320.000.000,,,10320000000.0
v),v) > v),v),,225.151.600.222,507.241.911.778,,225151600222.0,507241911778.0
vi),vi),vi),Nhận tiền hợp tác kinh doanh,Nhận tiền hợp tác kinh doanh,Nhận tiền hợp tác kinh doanh,,,
vi),vi) > vi),vi),Công ty Cổ phần Nova Richstar,-,244.000.000.000,,,244000000000.0
vii),vii),vii),Hoàn tiền hợp tác kinh doanh,Hoàn tiền hợp tác kinh doanh,Hoàn tiền hợp tác kinh doanh,,,
vii),vii) > vii),vii),Công ty Cổ phần Nova Richstar,244.000.000.000,-,,244000000000.0,
vii),vii) > vii),vii),Công ty TNHH Phát triển Quốc tế Thế kỷ 21,-,175.256.918.969,,,175256918969.0
vii),vii) > vii),vii),Công ty Cổ phần Đầu tư và Phát triển Bất động sản Bình An,-,125.500.000.000,,,125500000000.0
vii),vii) > vii),vii),,244.000.000.000,300.756.918.969,,244000000000.0,300756918969.0
