row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,31.12.2018 > Quyền sở hữu và biểu quyết %,31.12.2018 > Giá gốc VND,31.12.2018 > Giá trị hợp lý VND,31.12.2018 > Dự phòng VND,31.12.2017 > Quyền sở hữu và biểu quyết %,31.12.2017 > Giá gốc VND,31.12.2017 > Giá trị hợp lý VND,31.12.2017 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__31.12.2018 > Quyền sở hữu và biểu quyết %,numeric__31.12.2018 > Giá gốc VND,numeric__31.12.2018 > Giá trị hợp lý VND,numeric__31.12.2018 > Dự phòng VND,numeric__31.12.2017 > Quyền sở hữu và biểu quyết %,numeric__31.12.2017 > Giá gốc VND,numeric__31.12.2017 > Giá trị hợp lý VND,numeric__31.12.2017 > Dự phòng VND
26,26,26,Công ty Cổ phần Nova Festival,Kinh doanh bất động sản,"94,02",173.000.000.000,(*),-,"94,02",173.000.000.000,(*),-,,,94.02,173000000000.0,,,94.02,173000000000.0,,
27,27,27,Công ty TNHH Nova Property Management,Kinh doanh bất động sản,"99,99",138.986.100.000,(*),-,"98,48",138.986.100.000,(*),-,,,99.99,138986100000.0,,,98.48,138986100000.0,,
28,28,28,Công ty TNHH Nova Lucky Palace,Kinh doanh bất động sản,"100,00",99.995.000.000,(*),-,"99,99",199.990.000.000,(*),-,,,100.0,99995000000.0,,,99.99,199990000000.0,,
29,29,29,Công ty TNHH Một Thành Viên Địa ốc No Va,Kinh doanh bất động sản,"100,00",81.600.000.000,(*),-,"99,83",81.600.000.000,(*),-,,,100.0,81600000000.0,,,99.83,81600000000.0,,
30,30,30,Công ty Cổ phần Đầu tư Bất động sản Phong Điền (****),Kinh doanh bất động sản,"50,99",49.014.100.000,(*),-,-,-,-,-,,,50.99,49014100000.0,,,,,,
31,31,31,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,Kinh doanh bất động sản,"65,00",45.500.000.000,(*),-,"99,99",45.500.000.000,(*),-,,,65.0,45500000000.0,,,99.99,45500000000.0,,
32,32,32,Công ty Cổ phần Nova Hospitality (***** ),Kinh doanh bất động sản,"99,98",21.395.720.000,(*),-,-,-,-,-,,,99.98,21395720000.0,,,,,,
33,33,33,Công ty TNHH Một thành viên Novaland Agent,Kinh doanh bất động sản,"100,00",20.000.000.000,(*),-,"100,00",20.000.000.000,(*),-,,,100.0,20000000000.0,,,100.0,20000000000.0,,
34,34,34,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Kinh doanh bất động sản,"98,00",5.880.000.000,(*),-,"99,99",5.880.000.000,(*),-,,,98.0,5880000000.0,,,99.99,5880000000.0,,
35,35,35,Công ty Cổ phần Phát triển Đô thị Kỷ Nguyên (Tên cũ: Công ty Cổ phần Phát triển Đô thị Asean),Kinh doanh bất động sản,"51,00",510.000.000,(*),-,-,-,-,-,,,51.0,510000000.0,,,,,,
,,,,,,27.411.298.117.977,,,,16.617.792.887.467,,,,,,27411298117977.0,,,,16617792887467.0,,
