row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
100,100,100,TÀI SẢN NGẮN HẠN,,9.842.808.514.571,7.336.717.166.620,,,9842808514571.0,7336717166620.0
110,110,110,Tiền và các khoản tương đương tiền,3,6.307.617.528.607,1.455.689.692.352,,3.0,6307617528607.0,1455689692352.0
111,111,111,Tiền,,4.364.094.540.471,290.577.542.976,,,4364094540471.0,290577542976.0
112,112,112,Các khoản tương đương tiền,,1.943.522.988.136,1.165.112.149.376,,,1943522988136.0,1165112149376.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,3.317.247.322,430.671.476.752,,,3317247322.0,430671476752.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,,3.317.247.322,430.671.476.752,,,3317247322.0,430671476752.0
130,130,130,Các khoản phải thu ngắn hạn,,978.301.813.696,2.341.407.152.135,,,978301813696.0,2341407152135.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,141.867.503.918,109.056.528.946,,5.0,141867503918.0,109056528946.0
132,132,132,Trả trước cho người bán ngắn hạn,6,374.209.855.850,385.683.515.155,,6.0,374209855850.0,385683515155.0
135,135,135,Phải thu về cho vay ngắn hạn,7,7.520.000.000,232.671.600.222,,7.0,7520000000.0,232671600222.0
136,136,136,Phải thu ngắn hạn khác,8(a),454.704.453.928,1.613.995.507.812,,,454704453928.0,1613995507812.0
140,140,140,Hàng tồn kho,10,2.357.821.074.991,2.835.253.744.542,,10.0,2357821074991.0,2835253744542.0
141,141,141,Hàng tồn kho,,2.357.821.074.991,2.835.253.744.542,,,2357821074991.0,2835253744542.0
150,150,150,Tài sản ngắn hạn khác,,195.750.849.955,273.695.100.839,,,195750849955.0,273695100839.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),58.028.744.567,33.811.409.608,,,58028744567.0,33811409608.0
152,152,152,Thuế GTGT được khấu trừ,18(a),133.012.370.674,176.502.020.418,,,133012370674.0,176502020418.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,18(a),4.709.734.714,63.381.670.813,,,4709734714.0,63381670813.0
