row_label_raw,row_label_full,col_0,col_1,31.12.2018VND,31.12.2017VND,numeric__col_1,numeric__31.12.2018VND,numeric__31.12.2017VND
i),i),i),Phải thu khách hàng (Thuyết minh 5),,,,,
i),i) > i),i),Công ty Cổ phần Diamond Properties,40.024.130.644,40.024.130.644,,40024130644.0,40024130644.0
ii),ii),ii),Phải thu về cho vay ngắn hạn (Thuyết minh 7),,,,,
ii),ii) > ii),ii),Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,7.520.000.000,43.420.000.000,,7520000000.0,43420000000.0
ii),ii) > ii),ii),Công ty TNHH Bất động sản Khải Hưng,-,130.240.000.000,,,130240000000.0
ii),ii) > ii),ii),Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,-,50.511.600.222,,,50511600222.0
ii),ii) > ii),ii),Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,-,8.500.000.000,,,8500000000.0
ii),ii) > ii),ii),,7.520.000.000,232.671.600.222,,7520000000.0,232671600222.0
iii),iii),iii),Phải thu ngắn hạn khác (Thuyết minh 8(a)),,,,,
iii),iii) > iii),iii),Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Phúc Nguyên,50.725.000.000,11.541.315.321,,50725000000.0,11541315321.0
iii),iii) > iii),iii),Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,38.324.741.374,39.827.672.410,,38324741374.0,39827672410.0
iii),iii) > iii),iii),Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,26.740.105.439,23.907.772.634,,26740105439.0,23907772634.0
iii),iii) > iii),iii),Công ty Cổ phần Nova Princess Residence,14.880.000,-,,14880000.0,
iii),iii) > iii),iii),Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,-,570.584.867.912,,,570584867912.0
iii),iii) > iii),iii),Công ty TNHH Nova Sasco,-,344.623.883.334,,,344623883334.0
iii),iii) > iii),iii),Công ty Cổ phần Đầu tư Địa ốc No Va,-,76.890.000.000,,,76890000000.0
iii),iii) > iii),iii),Công ty TNHH Bất động sản Khải Hưng,-,27.189.285.260,,,27189285260.0
iii),iii) > iii),iii),,115.804.726.813,1.094.564.796.871,,115804726813.0,1094564796871.0
iv),iv),iv),Phải thu dài hạn khác (Thuyết minh 8(b)),,,,,
iv),iv) > iv),iv),Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,5.682.317.455,1.398.776.000,,5682317455.0,1398776000.0
iv),iv) > iv),iv),Công ty TNHH Nova Nam Á,-,176.916.527.546,,,176916527546.0
iv),iv) > iv),iv),,5.682.317.455,178.315.303.546,,5682317455.0,178315303546.0
