row_label_raw,row_label_full,"Phát triển, hợp tác đầu tư","Phát triển, hợp tác đầu tư_1","Phát triển, hợp tác đầu tư_2","Phát triển, hợp tác đầu tư_3","Phát triển, hợp tác đầu tư_4","numeric__Phát triển, hợp tác đầu tư_1","numeric__Phát triển, hợp tác đầu tư_2","numeric__Phát triển, hợp tác đầu tư_3","numeric__Phát triển, hợp tác đầu tư_4"
dự án,dự án,dự án,-,-,176.916.527.546,-,,,176916527546.0,
Phải thu khác,Phải thu khác,Phải thu khác,25.087.340.239,-,16.754.198.784,-,25087340239.0,,16754198784.0,
,,,25.087.340.239,-,193.670.726.330,-,25087340239.0,,193670726330.0,
