row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
200,200,200,TÀI SẢN DÀI HẠN,,29.777.511.680.692,19.658.383.070.708,,,29777511680692.0,19658383070708.0
210,210,210,Các khoản phải thu dài hạn,,25.087.340.239,193.670.726.330,,,25087340239.0,193670726330.0
216,216,216,Phải thu dài hạn khác,8(b),25.087.340.239,193.670.726.330,,,25087340239.0,193670726330.0
220,220,220,Tài sản cố định,,567.016.293.701,134.599.843.385,,,567016293701.0,134599843385.0
221,221,221,Tài sản cố định hữu hình,12(a),485.494.214.215,89.870.796.906,,,485494214215.0,89870796906.0
222,222,222,Nguyên giá,,542.192.578.806,124.401.270.278,,,542192578806.0,124401270278.0
223,223,223,Giá trị khấu hao lũy kế,,(56.698.364.591),(34.530.473.372),,,-56698364591.0,-34530473372.0
227,227,227,Tài sản cố định vô hình,12(b),81.522.079.486,44.729.046.479,,,81522079486.0,44729046479.0
228,228,228,Nguyên giá,,91.532.544.197,50.149.950.044,,,91532544197.0,50149950044.0
229,229,229,Giá trị khấu hao lũy kế,,(10.010.464.711),(5.420.903.565),,,-10010464711.0,-5420903565.0
230,230,230,Bất động sản đầu tư,13,1.292.989.706.133,1.314.479.799.383,,13.0,1292989706133.0,1314479799383.0
231,231,231,Nguyên giá,,1.316.000.730.094,1.331.862.308.547,,,1316000730094.0,1331862308547.0
232,232,232,Giá trị khấu hao lũy kế,,(23.011.023.961),(17.382.509.164),,,-23011023961.0,-17382509164.0
240,240,240,Tài sản dở dang dài hạn,,263.991.199.358,292.558.067.073,,,263991199358.0,292558067073.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang",14,181.962.136.884,224.136.375.352,,14.0,181962136884.0,224136375352.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,82.029.062.474,68.421.691.721,,15.0,82029062474.0,68421691721.0
250,250,250,Đầu tư tài chính dài hạn,,27.496.490.177.977,17.648.684.947.467,,,27496490177977.0,17648684947467.0
251,251,251,Đầu tư vào công ty con,4(a),27.411.298.117.977,16.617.792.887.467,,,27411298117977.0,16617792887467.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",4(b),85.192.060.000,1.030.892.060.000,,,85192060000.0,1030892060000.0
260,260,260,Tài sản dài hạn khác,,131.936.963.284,74.389.687.070,,,131936963284.0,74389687070.0
261,261,261,Chi phí trả trước dài hạn,11(b),130.961.089.712,73.413.813.498,,,130961089712.0,73413813498.0
262,262,262,Tài sản thuế thu nhập hoãn lại,23,975.873.572,975.873.572,,23.0,975873572.0,975873572.0
270,270,270,TỔNG TÀI SẢN,,39.620.320.195.263,26.995.100.237.328,,,39620320195263.0,26995100237328.0
