row_label_raw,row_label_full,col_0,31.12.2018,31.12.2017,numeric__31.12.2018,numeric__31.12.2017
Vàng (lương vàng),Vàng (lương vàng),Vàng (lương vàng),-,"2,4",,2.4
Ngoại tê các loại (USD),Ngoại tê các loại (USD),Ngoại tê các loại (USD),"62.070.830,21","4.160,69",62070830.21,4160.69
