row_label_raw,row_label_full,Tên Công ty,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Vốn đầu tư (VND),numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Vốn đầu tư (VND)
Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,Công ty con: 03 Công ty,,,
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn,Công ty con: 03 Công ty > Công ty Cổ phần BOT Bắc Giang - Lạng Sơn,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn,"70,36%","70,36%",1.124.315.050.000,0.7036,0.7036,1124315050000.0
Công ty Cổ phần Đầu tư Đèo Cả,Công ty con: 03 Công ty > Công ty Cổ phần Đầu tư Đèo Cả,Công ty Cổ phần Đầu tư Đèo Cả,"72,09%","72,09%",1.566.373.980.000,0.7209,0.7209,1566373980000.0
Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con: 03 Công ty > Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty Cổ phần Phước Tượng Phú Gia BOT,"99,32%","99,32%",272.331.000.000,0.9932,0.9932,272331000000.0
"Công ty liên doanh, liên kết: 02 Công ty","Công ty liên doanh, liên kết: 02 Công ty","Công ty liên doanh, liên kết: 02 Công ty","Công ty liên doanh, liên kết: 02 Công ty","Công ty liên doanh, liên kết: 02 Công ty","Công ty liên doanh, liên kết: 02 Công ty",,,
Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên doanh, liên kết: 02 Công ty > Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa",Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,"47,21%","50,00%",122.000.000.000,0.4721,0.5,122000000000.0
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,"Công ty liên doanh, liên kết: 02 Công ty > Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị",Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,"31,60%","31,60%",55.620.000.000,0.316,0.316,55620000000.0
