row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,31.12.2023 VND,01.01.2023 VND,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2023 VND,numeric__01.01.2023 VND
PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),PHAI THU KHACH HANG NGĂN HẠN (tiếp theo),,,,
Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đèo Cả,PHAI THU KHACH HANG NGĂN HẠN (tiếp theo) > Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đèo Cả,Công ty có liên quan của PTGĐ Lê Châu Thắng; Thành viên HĐQT kiểm TGD Nguyễn Quang Huy; Phó TGD Thường trực Trần Văn Chí; PTGĐ Nguyễn Quỳnh Mai; Kế toán trưởng Nguyễn Văn Ăn; Phụ trách quản trị công ty Trần Tấn Huy.,Thi công xây lắp Cộng,1.470.201.4871.470.201.487,125.929.000125.929.000,,,1.47020148714702e+19,1.25929000125929e+17
Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,PHAI THU KHACH HANG NGĂN HẠN (tiếp theo) > Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,"Công ty có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, Phó chủ tịch HĐQT Nguyễn Tân Đông, Trường Ban kiểm soát Nguyễn Minh Giang đến ngày 16/10/2023","Thuê xeDuy tu bảo dưỡng hầm, đường Cộng",388.363.63514.197.437.29714.585.800.932,388.363.63521.710.096.06322.098.459.698,,,3.8836363514197435e+30,3.88363635217101e+30
Công ty Cổ phần Xây dựng Đèo Cả,PHAI THU KHACH HANG NGĂN HẠN (tiếp theo) > Công ty Cổ phần Xây dựng Đèo Cả,Công ty Cổ phần Xây dựng Đèo Cả,Công ty có liên quan của Phó chủ tịch HĐQT Nguyễn Hữu Hùng,Thi công xây lắp Cộng,51.687.063.34851.687.063.348,116.695.539.018116.695.539.018,,,5.168706334851688e+21,1.166955390181167e+23
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,PHAI THU KHACH HANG NGĂN HẠN (tiếp theo) > Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông,Thi công xây lắp Cộng,70.600.560.45370.600.560.453,-,,,7.0600560453706e+21,
