row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,1.465.515.257.075,953.233.198.971,,,1465515257075.0,953233198971.0
02,02,02,Các khoản giảm trừ doanh thu,,-,,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.1,1.465.515.257.075,953.233.198.971,,,1465515257075.0,953233198971.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,VI.2,1.209.906.487.277,717.922.859.687,,,1209906487277.0,717922859687.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,255.608.769.798,235.310.339.284,,,255608769798.0,235310339284.0
21,02 > 21,21,Doanh thu hoạt động tài chính,VI.3,21.674.604.153,32.179.666.503,,,21674604153.0,32179666503.0
22,02 > 22,22,Chi phí tài chính,VI.4,25.847.496.177,37.430.439.357,,,25847496177.0,37430439357.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,25.847.496.177,37.430.439.357,,,25847496177.0,37430439357.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,VI.5,35.158.654.431,29.524.336.353,,,35158654431.0,29524336353.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,216.277.223.343,200.535.230.077,,,216277223343.0,200535230077.0
31,02 > 31,31,Thu nhập khác,VI.6,2.085.863.457,11.991.777,,,2085863457.0,11991777.0
32,02 > 32,32,Chi phí khác,VI.7,1.641.489.749,25.317.426,,,1641489749.0,25317426.0
40,02 > 40,40,Lợi nhuận/(lỗ) khác,,444.373.708,(13.325.649),,,444373708.0,-13325649.0
50,02 > 50,50,Tổng lợi nhuận kể toán trước thuế,,216.721.597.051,200.521.904.428,,,216721597051.0,200521904428.0
