row_label_raw,row_label_full,Mãsô,col_1,Thuyêtminh,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyêtminh,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
Mãsô,Mãsô,Mãsô,,Thuyêtminh,2023VND,2022VND,,,,
51,Mãsô > 51,51,Chi phí thuê thu nhập doanhnghiệp (“TNDN”) hiện hành,VI.9,42.804.367.042,33.124.634.560,,,42804367042.0,33124634560.0
52,52,52,Chi phí thuê TNDN hoãn lại,,,,,,,
60,52 > 60,60,Lợi nhuận sau thuê TNDN,,173.917.230.009,167.397.269.868,,,173917230009.0,167397269868.0
