row_label_raw,row_label_full,col_0,col_1,Bỏ nhiệm,Miền nhiệm,numeric__col_1,numeric__Bỏ nhiệm,numeric__Miền nhiệm
Ông Nguyễn Minh Giang,Ông Nguyễn Minh Giang,Ông Nguyễn Minh Giang,Trường ban,16/04/2018,,,,
Bà Cam Thị Minh Hải,Bà Cam Thị Minh Hải,Bà Cam Thị Minh Hải,Thành viên,17/06/2020,,,,
Bà Phan Thị Mai,Bà Phan Thị Mai,Bà Phan Thị Mai,Thành viên,26/04/2021,,,,
