row_label_raw,row_label_full,col_0,Giá trị sô sách > 31.12.2023 > Giá trị VND,Giá trị sô sách > 31.12.2023 > Dự phòng VND,Giá trị sô sách > 01.01.2023 > Giá trị VND,Giá trị sô sách > 01.01.2023 > Dự phòng VND,Giá trị hợp lý > 31.12.2023 > VND,Giá trị hợp lý > 01.01.2023 > VND,numeric__Giá trị sô sách > 31.12.2023 > Giá trị VND,numeric__Giá trị sô sách > 31.12.2023 > Dự phòng VND,numeric__Giá trị sô sách > 01.01.2023 > Giá trị VND,numeric__Giá trị sô sách > 01.01.2023 > Dự phòng VND,numeric__Giá trị hợp lý > 31.12.2023 > VND,numeric__Giá trị hợp lý > 01.01.2023 > VND
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,179.484.852.952,-,192.638.164.185,-,179.484.852.952,192.638.164.185,179484852952.0,,192638164185.0,,179484852952.0,192638164185.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,293.831.242.323,-,111.933.245.928,-,293.831.242.323,111.933.245.928,293831242323.0,,111933245928.0,,293831242323.0,111933245928.0
Vay và nợ,Vay và nợ,Vay và nợ,294.775.395.123,-,355.514.823.816,-,294.775.395.123,355.514.823.816,294775395123.0,,355514823816.0,,294775395123.0,355514823816.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,9.735.570.527,-,10.890.666.246,-,9.735.570.527,10.890.666.246,9735570527.0,,10890666246.0,,9735570527.0,10890666246.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,9.698.279.777,-,76.369.141.645,-,9.698.279.777,76.369.141.645,9698279777.0,,76369141645.0,,9698279777.0,76369141645.0
Cộng,Cộng,Cộng,787.525.340.702,-,747.346.041.820,-,787.525.340.702,747.346.041.820,787525340702.0,,747346041820.0,,787525340702.0,747346041820.0
