row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,31.12.2023 VND,01.01.2023 VND,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2023 VND,numeric__01.01.2023 VND
NGƯỜI MUA TRA TIÊN TRƯỚC NGĂN HẠN,NGƯỜI MUA TRA TIÊN TRƯỚC NGĂN HẠN,NGƯỜI MUA TRA TIÊN TRƯỚC NGĂN HẠN,NGƯỜI MUA TRA TIÊN TRƯỚC NGĂN HẠN,NGƯỜI MUA TRA TIÊN TRƯỚC NGĂN HẠN,-,73.032.991.055,,,,73032991055.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Ứng trước thi công xây lắp Cộng,-,73.032.991.05573.032.991.055,,,,7.303299105573033e+21
PHẢI TRÀNGĂN HẠN KHAC,PHẢI TRÀNGĂN HẠN KHAC,PHẢI TRÀNGĂN HẠN KHAC,PHẢI TRÀNGĂN HẠN KHAC,PHẢI TRÀNGĂN HẠN KHAC,-,47.912.104.711,,,,47912104711.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Tiền lãi vay Phải trả khác Cộng,-,27.003.995.263(705.348.657)26.298.646.606,,,,
Công ty CP Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Tập Đoàn Đèo Cả > Công ty CP Đầu tư Hải Thạch B.O.T,Công ty CP Đầu tư Hải Thạch B.O.T,"Cổ đông lớn, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, Thành viên HĐQT Võ Thụy Linh",Tiền lãi vay Cộng,-,21.613.458.10521.613.458.105,,,,2.1613458105216134e+21
VAY VA NỘ THUẾ TẠI CHINH NGĂN HẠN,Công ty Cổ phần Tập Đoàn Đèo Cả > VAY VA NỘ THUẾ TẠI CHINH NGĂN HẠN,VAY VA NỘ THUẾ TẠI CHINH NGĂN HẠN,VAY VA NỘ THUẾ TẠI CHINH NGĂN HẠN,VAY VA NỘ THUẾ TẠI CHINH NGĂN HẠN,-,55.036.895.603,,,,55036895603.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Vay ngắn hạn Cộng,-,55.036.895.60355.036.895.603,,,,5.503689560355036e+21
