row_label_raw,row_label_full,Mãsô,NGUÔN VÔN,Thuyếtminh,Tại ngày,Tại ngày_1,numeric__NGUÔN VÔN,numeric__Thuyếtminh,numeric__Tại ngày,numeric__Tại ngày_1
Mãsô,Mãsô,Mãsô,NGUÔN VÔN,Thuyếtminh,31.12.2023VND,01.01.2023VND,,,,
300,Mãsô > 300,300,NỘ PHẢI TRẢ,,910.053.064.277,822.811.510.664,,,910053064277.0,822811510664.0
310,Mãsô > 310,310,Nợ ngắn hạn,,568.604.243.420,686.691.391.670,,,568604243420.0,686691391670.0
311,Mãsô > 311,311,Phải trả người bán ngắn hạn,V.14,179.484.852.952,192.638.164.185,,,179484852952.0,192638164185.0
312,Mãsô > 312,312,Người mua trả tiền trước ngắn hạn,V.15a,4.619.425.163,111.933.245.928,,,4619425163.0,111933245928.0
313,Mãsô > 313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,V.16,61.438.370.993,38.452.641.616,,,61438370993.0,38452641616.0
314,Mãsô > 314,314,Phải trả người lao động,,9.735.570.527,10.890.666.246,,,9735570527.0,10890666246.0
315,Mãsô > 315,315,Chi phí phải trả ngắn hạn,V.17,46.052.413.711,25.498.530.509,,,46052413711.0,25498530509.0
318,Mãsô > 318,318,Doanh thu chưa thực hiện ngắn hạn,V.18a,1.100.000.000,1.100.000.000,,,1100000000.0,1100000000.0
319,Mãsô > 319,319,Phải trả ngắn hạn khác,V.19,9.698.279.777,76.369.141.645,,,9698279777.0,76369141645.0
320,Mãsô > 320,320,Vay và nợ thuê tài chính ngắn hạn,V.20a,250.303.155.482,228.194.704.822,,,250303155482.0,228194704822.0
322,Mãsô > 322,322,"Quỹ khen thưởng, phúc lợi",,6.172.174.815,1.614.296.719,,,6172174815.0,1614296719.0
330,Mãsô > 330,330,Nợ dài hạn,,341.448.820.857,136.120.118.994,,,341448820857.0,136120118994.0
332,Mãsô > 332,332,Người mua trả tiền trước dài hạn,V.15b,289.211.817.160,-,,,289211817160.0,
336,Mãsô > 336,336,Doanh thu chưa thực hiện dài hạn,V.18b,7.764.764.056,8.800.000.000,,,7764764056.0,8800000000.0
338,Mãsô > 338,338,Vay và nợ thuê tài chính dài hạn,V.20b,44.472.239.641,127.320.118.994,,,44472239641.0,127320118994.0
