row_label_raw,row_label_full,col_0,01.01.2023VND,Số phải nộp trong nămVND,Số đã thực nộp trong nămVND,31.12.2023VND,numeric__01.01.2023VND,numeric__Số phải nộp trong nămVND,numeric__Số đã thực nộp trong nămVND,numeric__31.12.2023VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,34.213.906.403,42.804.367.042,34.213.906.403,42.804.367.042,34213906403.0,42804367042.0,34213906403.0,42804367042.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,4.041.209.823,38.242.804.883,23.719.257.170,18.564.757.536,4041209823.0,38242804883.0,23719257170.0,18564757536.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,197.525.390,1.066.912.749,1.195.191.724,69.246.415,197525390.0,1066912749.0,1195191724.0,69246415.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,2.376.205.563,2.376.205.563,-,,2376205563.0,2376205563.0,
Thuế khác,Thuế khác,Thuế khác,-,1.250.798.288,1.250.798.288,-,,1250798288.0,1250798288.0,
Cộng,Cộng,Cộng,38.452.641.616,85.741.088.525,62.755.359.148,61.438.370.993,38452641616.0,85741088525.0,62755359148.0,61438370993.0
